사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
dny8mikpur,YA,B,13.0,18,3.4
5qdcb3110u,YF,S,16.0,23,4.4
fwzhy188qg,YF,A,9.0,5,1.9
o9xu9qnifh,YF,S,8.0,10,
htk24mcjq3,YG,B,15.0,15,
bqnqc2q6yi,YD,A,20.0,24,2.0
j0sjul7r3b,XY,B,15.0,22,0.1
z4vvr0tu9y,YG,A,14.0,18,3.5
o2933djfev,YB,B,2.0,1,4.0
570yqb75r9,YA,A,20.0,16,3.3
lu86gr47y2,YE,A,2.0,3,0.8
x65riuf6u8,XY,A,5.0,3,0.5
7za5h45b1x,YC,A,11.0,7,2.9
s104u1428t,YB,C,4.0,2,2.0
t9liyivh9l,XY,B,10.0,11,2.1
ggnk5xjcto,YG,B,4.0,3,
g5nk8usxci,XX,C,,9,3.6
juypzyjtd5,YE,A,7.0,3,2.1
msd0fbz5oa,XY,A,13.0,9,0.1
gncby4r886,YD,B,2.0,2,0.2
vknv4merp0,YF,C,17.0,10,3.4
6rp6gnmarg,YF,A,6.0,5,4.2
96o6piuxwn,YE,A,10.0,6,3.5
eykfk8ky6c,YG,A,11.0,7,2.0
qcv3tduujo,YF,S,14.0,7,0.2
f6n3owshhu,XY,C,16.0,12,4.8
43mrmyyzcy,YC,A,13.0,9,4.9
gihags3pzv,YA,S,6.0,7,2.7
kn21fskcxi,YA,C,,3,0.4
5br6zvonod,YB,A,19.0,18,2.7
n51v7f3mqc,XZ,B,13.0,14,4.5
1wcgof1r20,XX,S,4.0,4,3.4
h48scgw7v6,YE,S,8.0,5,3.6
iehtsmig20,YB,A,18.0,20,0.4
118ble4a8p,XZ,A,20.0,21,0.5
nde6c3o50b,YG,S,,24,0.6
u1o4o7v8ae,YD,B,,1,4.5
ook7cp7aaz,YD,B,6.0,8,2.6
v180fmj5bt,XX,C,3.0,3,4.0
haxububxq4,YF,A,2.0,1,0.6
d3t6hnng1k,XY,B,8.0,5,4.6
u5318twmjh,YB,C,12.0,18,4.1
zu94g2lyq9,YB,B,12.0,9,1.1
qicv9qrgrj,YE,A,19.0,20,4.4
p49oid6729,YE,C,18.0,25,1.3
s2utsykky5,YD,C,,1,1.0
pxuv36z4xj,YD,C,8.0,9,1.3
f615w3tu67,YC,B,8.0,5,4.5
2b246g0vmr,YC,A,11.0,10,4.6
1mnqokmudq,YF,C,4.0,2,1.6
sh5ioeaudi,YC,S,13.0,16,
490l6ltb1c,XY,A,4.0,3,3.4
wzdt7bt86b,XY,S,12.0,8,4.0
9up866q97c,YB,S,13.0,19,1.5
qbnjjckbgk,YA,C,5.0,2,2.6
otnujtj7ed,XY,C,17.0,9,3.3
be2t5glgck,XZ,B,,14,0.1
senf172sjo,YD,B,5.0,5,1.9
daoa8qu41r,YE,B,7.0,8,3.5
jmgbgl1ohp,YC,A,16.0,12,1.3
trk2urpgze,YB,B,2.0,3,4.8
0j2jl3vo1g,XX,S,4.0,5,0.2
uc5rqobrzx,YE,B,6.0,8,4.8
p8y0ymx41p,XZ,C,18.0,12,1.1
54gsoyljgk,YC,B,15.0,11,0.2
ojnlkic18v,XZ,A,10.0,11,1.5
x72zsjpn3s,YD,A,4.0,6,3.9
dgjuhaf69n,YD,S,14.0,10,3.8
t4z8mr6ucy,YF,A,4.0,6,1.0
lcuk1y02tw,YB,B,12.0,9,
86r60yhl58,YE,C,3.0,2,3.2
y3xpe0lmul,YG,A,16.0,8,2.3
mi7cx8y21y,YG,S,14.0,11,4.0
7bfzpqjn8v,YE,B,20.0,17,0.1
6lxgipxwcl,XX,S,17.0,14,3.1
i02v8pqqe1,YB,A,19.0,13,3.7
h5hpqvuph7,XZ,A,8.0,6,5.0
q9044rg3u7,XX,S,14.0,21,3.4
a79ijzrea2,YA,B,5.0,4,1.2
bnpts0uxqt,YE,A,10.0,5,0.5
sfc2sgbgol,XZ,C,11.0,11,3.2
uolzykfr5g,YG,A,10.0,15,2.6
iijq147tuo,XY,B,8.0,6,4.5
apcv4owzse,YF,A,16.0,21,3.6
fg8s75oj32,YG,S,9.0,8,2.5
id9sco00oy,YB,A,20.0,22,2.0
unoazaihz2,YD,A,12.0,17,2.0
5fvoxrnp1j,XY,B,6.0,7,1.1
m38lzw7bta,YF,S,3.0,3,0.1
lhah5i0dhy,YF,B,11.0,13,2.9
ve2ztwgs8i,YA,A,17.0,10,1.1
5m20zauowi,YA,C,14.0,20,1.0
hv59vyofwt,YC,A,9.0,13,0.6
8j1opoi05j,YG,B,10.0,5,0.9
ksublc8mtt,YG,C,12.0,6,0.2
9ljm30r42g,YG,B,12.0,17,3.4
ki2v99ubru,YC,B,17.0,20,2.0
uhr4lencbc,XX,S,11.0,5,2.8
b9wmn1w2eq,YF,C,13.0,7,3.2
costfo4dts,XY,A,7.0,4,
byyofm5yak,YB,B,13.0,12,0.3
se4uox0xas,YF,A,11.0,13,2.1
12reytfity,YA,S,19.0,12,1.2
7hq5gofibj,XZ,S,19.0,10,
8bt4ntnid6,YD,C,5.0,4,4.6
200qjg4y1w,YC,S,10.0,14,3.6
8ioggt22qs,YE,S,8.0,8,3.3
4gy1iiu0df,XZ,A,19.0,17,2.2
qxa40z2pri,YB,S,9.0,11,3.4
lpaxr0t9j7,YG,S,12.0,18,0.2
mb2a967euf,YA,B,8.0,6,2.9
n2zfa0yhgc,YA,S,10.0,13,
z8jbt9e5pc,YA,B,9.0,13,1.7
nnbm6z33he,YG,S,4.0,4,1.0
y0gckfnbgw,YE,S,18.0,18,4.0
wjgteseaor,YC,C,3.0,4,0.3
wu8qkhvfks,XZ,C,16.0,21,0.3
9ind8hyqkz,YG,B,15.0,14,2.2
mg8xk3li8p,YB,S,19.0,24,1.3
gf8li9n3pj,YC,A,17.0,24,
1b73565n5p,YB,C,5.0,5,3.2
tgxl6x2xih,YC,A,7.0,6,3.9
sryf95n5hq,YE,C,7.0,8,1.6
gcf67a1vve,YD,C,12.0,17,3.7
0na085beer,YB,S,18.0,26,
es7efpt6fb,YG,C,,6,
n66ugiwvfd,YC,A,14.0,16,1.7
c29hxi2ts0,YA,C,4.0,4,4.5
uuts6i4upc,YF,B,17.0,21,0.2
fdhrlr4n1d,YA,S,16.0,13,1.8
bzg2on14n6,XX,S,12.0,17,0.6
016yu3an8l,YD,B,19.0,20,0.1
chtgas4a18,YD,B,16.0,15,0.6
btd2wzswt9,YA,B,6.0,4,
kxqiellabn,XZ,C,17.0,23,3.4
apr19i4lkh,YE,S,17.0,15,1.4
wyjqo0b7h6,YB,B,18.0,17,4.2
ggr6ear9eb,YG,C,10.0,8,2.2
qw3sn766p2,YD,B,4.0,2,4.8
xdgn4uw6lq,YA,A,14.0,9,4.8
4pop9f571u,YA,A,4.0,2,3.9
q0hudoxm5v,YE,S,8.0,10,4.7
wfzek3femv,YE,C,7.0,6,3.5
gm3g2jfwo4,XY,A,10.0,5,4.5
t8u1ryy6gd,XY,A,13.0,16,1.2
76irnzzmfz,XZ,C,16.0,21,1.7
xup7ltd9lx,XZ,B,4.0,2,3.8
cha99386if,XX,C,11.0,6,2.1
m52ovt9mx2,XZ,B,2.0,3,4.2
chppb1yr7g,YC,A,20.0,23,4.4
lxuvu8q95w,YE,A,20.0,10,1.5
ey9byg3msi,YG,A,14.0,19,4.1
3g9g6zpo9d,YC,S,13.0,10,0.8
tm17n3l6g1,YB,S,2.0,3,1.7
j5zotznye7,YA,S,20.0,28,2.6
w3a9i3i4s2,XZ,C,17.0,21,1.1
x4lhhmg9l3,YA,A,16.0,21,2.9
xjw8t5h2qv,YD,A,17.0,22,2.9
49obvs3xwg,XX,C,12.0,10,1.0
wfaa4rrwgb,YD,S,7.0,7,4.0
spn9tgqvrx,XX,C,12.0,18,3.2
u2s9havkaw,XY,S,4.0,6,1.6
q9gkk5839w,YA,A,16.0,9,1.2
7cyaj2qrd2,XX,B,2.0,2,
cjk02d009y,YF,S,8.0,11,
fpgtzvp2e2,YC,A,2.0,1,1.1
99umd3i5aj,XX,A,18.0,18,0.2
oed8mett1i,XX,B,10.0,14,
z8cmx02eoy,YC,A,,8,3.1
yjvgvl4mzi,YA,A,12.0,9,0.5
d10zew4oin,YA,S,7.0,10,2.9
6texobc0c9,YC,S,2.0,2,2.3
dmc9jcweu8,YD,B,8.0,7,3.9
dmh0oonbsm,YF,B,13.0,15,1.0
5hqmq0p2a7,YG,A,20.0,26,
h8rd6o4kkb,YB,S,18.0,24,0.8
9avnkvtg8m,YF,B,5.0,3,
2ymtndtmbf,YA,B,4.0,2,3.9
ma9cdowd06,YG,C,2.0,1,
9xfffyn97o,XY,B,19.0,26,3.5
sey97yz8a0,XZ,A,,11,2.1
xi4eoamy88,XX,S,9.0,10,
sl3btgex9a,YC,B,2.0,1,0.4
0ts4partir,YC,C,15.0,10,4.0
ezpefk57pc,XX,S,5.0,5,1.1
nkq2cw42m0,XZ,B,6.0,3,1.6
n2me4hofb6,YB,C,14.0,21,2.6
xty93xp5ul,XZ,B,16.0,13,3.9
f1e3pv6xpq,YG,S,7.0,6,4.2
fnb66v1ag8,XZ,S,2.0,3,2.9
1qb86jccnf,YG,S,20.0,15,2.0
gvct2vqpt1,XZ,A,14.0,19,4.7
xytiz9hgmk,YB,B,7.0,9,1.2
hl4tc7x6un,YB,A,16.0,14,4.0
aysaw6kkhe,YA,S,17.0,11,3.1
remxc4deof,XX,C,17.0,8,1.9
02yzyf0cf6,YB,B,11.0,10,0.0
c3surcsj5w,YG,A,10.0,12,2.2
dvwee89x59,YB,B,10.0,9,1.4
kjul1axrfa,YA,C,18.0,21,0.5
4ps6dnsx9x,YC,A,18.0,27,0.4
wcd5wci3i4,YG,S,18.0,12,1.7
5v39ga4v06,YA,A,13.0,13,3.1
pisbmuyc76,YD,B,14.0,12,
ciop0xyqul,YD,B,13.0,18,0.9
txb39eh952,XY,B,15.0,21,2.1
bjf0cdwu12,XZ,B,11.0,9,2.0
o6nzi86gmg,XX,S,20.0,22,2.6
nohuc8cu4a,YE,A,3.0,4,4.0
n876rj40z3,YF,S,5.0,2,2.8
tgk1rgasey,YA,S,20.0,19,4.2
ufr6u4m26l,YC,S,8.0,6,2.6
a7cqz4n8fr,YF,B,16.0,20,3.0
kpw16t39pv,YC,B,16.0,19,2.2
l10p9jyxuy,YF,B,7.0,6,4.1
0zm3oy28re,YA,A,4.0,3,4.6
r1zja6cryd,YE,C,7.0,4,3.2
k2ueo3p33h,YF,B,17.0,10,4.1
8217d304np,YA,A,3.0,1,0.3
xq4tdx65z2,YB,B,8.0,12,4.5
05i2zozh6m,YE,B,12.0,18,0.9
kvptmvq1eq,YG,S,8.0,4,1.3
u6pmj8bdvo,YC,S,5.0,3,0.3
yixsh1ff3e,YD,S,8.0,12,
h8kr8mt1ce,XZ,A,5.0,6,4.3
5jnz3oa342,YD,C,13.0,9,4.6
vglvljo9k7,YE,C,6.0,3,4.2
sd8eune0ss,YG,A,20.0,18,2.4
6vde3070ux,YC,B,6.0,4,
eyl20q92wg,YG,A,20.0,28,4.8
v2vnxwxf8x,YF,B,4.0,5,2.5
27azdzqgrh,YC,A,12.0,8,0.9
qoisguz7oc,YF,A,8.0,8,
xwgnh2orz7,YA,A,18.0,21,4.9
6jvn0mh690,YE,C,10.0,7,4.4
si6zcr7785,YA,S,,14,4.3
z56mhzdc73,XY,A,11.0,10,4.7
2k2sk9kwsw,YG,C,14.0,8,4.5
y93d7rlbgt,YF,S,16.0,13,3.9
8wyerw070p,YB,S,6.0,8,3.6
3uasnlj61w,YA,A,4.0,3,1.3
2o4z5z2jgo,XY,B,9.0,9,3.1
zgpuugqnb3,XX,B,11.0,10,2.6
6sn5nl7157,YD,B,14.0,12,4.3
psselqq8l0,YC,A,4.0,5,2.5
ur57yr99ne,XY,B,9.0,8,0.6
qgohyvs6c6,YE,C,10.0,11,0.0
nd4i7v1mgt,YA,C,13.0,18,3.4
v1cvg5c4as,YE,C,12.0,17,2.7
bgti0zdugi,YD,C,,1,1.7
i8j3y1upze,YB,S,19.0,9,0.8
pskb1e5ni1,YG,C,,13,2.3
klqj6bbhro,YG,B,3.0,3,0.5
a3zods8grf,YE,A,3.0,2,1.7
eoz9ojulhw,YF,B,4.0,3,1.9
nqudc9o3o5,YB,C,17.0,15,
skdv2gbfzx,YG,S,20.0,11,2.3
r1ckds2ml4,YB,C,5.0,5,1.3
ynp55gkhou,XY,A,19.0,26,
u5sdkacjro,YB,B,19.0,21,1.8
lssmg5ombd,XZ,A,11.0,6,1.1
pyze1hzb8r,YD,A,12.0,15,0.9
sqqh2u8vb3,YG,A,18.0,10,1.6
ws3d2stng1,YB,B,17.0,19,0.3
13nn7gcd63,YE,C,14.0,11,0.2
3qvnr8cgw8,XX,A,3.0,4,3.0
xu7sbnnbuu,XZ,B,3.0,3,3.1
m9dap48126,XZ,S,15.0,7,2.6
m05vae61vm,YF,B,5.0,5,3.8
hqcrfanbnv,YB,S,18.0,10,0.2
y0aoblgyvf,YF,B,14.0,17,4.7
jo6axxi7f1,YF,C,5.0,4,0.5
7n8k9mclxf,XX,A,4.0,3,3.4
299p2wdanc,XY,C,13.0,9,0.7
l4ql7vu1p5,YB,B,9.0,13,4.4
oosaruur1m,YA,A,3.0,4,2.6
nd5efg2mq9,YG,S,7.0,8,0.4
kayn2onj1w,YF,B,11.0,16,3.1
e8ue19bhnb,YD,A,13.0,12,0.0
q51qtbsehw,YC,S,11.0,14,3.9
ewtlj95i4t,YD,S,11.0,9,3.3
oev9l63fo6,XX,C,4.0,6,1.1
i9xoiutqf6,XX,B,11.0,8,1.9
za5zdqraon,YE,S,10.0,10,0.0
naif4qf771,XY,A,20.0,15,3.5
uvzw96ao39,YG,S,15.0,12,1.6
u4zjnrt972,YF,S,3.0,4,2.9
cf6hgwae0r,YD,C,6.0,3,
oqkq2fn77f,YC,C,9.0,9,1.5
8je2sxp30w,XX,A,8.0,4,5.0
20pyakrorv,XX,C,7.0,7,3.2
q3w6exh2xb,XY,S,12.0,12,1.2
7exgos37z9,YC,S,13.0,6,2.2
zy25jzo1wy,YC,C,19.0,25,3.7
wdwl66yz83,XY,S,20.0,22,2.2
dd53cun5wj,XX,S,11.0,10,0.3
q7sm594lsa,YG,A,15.0,21,0.8
r6bnfwrz0u,YB,C,4.0,6,4.0
wy103d65jv,YB,S,19.0,14,
xvjm86n32c,XY,C,16.0,21,2.8
9xo0vkqbrw,YC,A,7.0,10,0.8
ky420jox4c,YF,C,11.0,7,4.2
ibgm0xhfmu,XY,S,13.0,14,4.8
qqyhe0suvs,YG,C,8.0,8,0.2
8fv111e8e8,XY,S,18.0,26,0.4
ipd3yfortt,XZ,S,2.0,2,4.4
c1jmj6wq6z,YD,S,19.0,18,4.1
uy8xpy9twz,YC,A,16.0,17,3.1
0k57w20jpp,YE,C,20.0,12,4.7
fevyu7us5g,YE,A,2.0,1,3.2
k6z3berrhu,YC,C,6.0,5,1.1
wsmswrobmb,YG,A,16.0,12,3.6
6wnvjcthab,XZ,B,4.0,4,3.2
hctup128eu,XZ,S,2.0,1,4.9
t7psbghuv2,XX,S,9.0,6,
nomqlk5vdg,YD,A,13.0,12,
vi9936yz1r,YB,B,20.0,13,3.9
5vnv5ym92e,YA,S,13.0,7,1.7
6an9hmvgaq,YG,C,14.0,20,1.9
25q6qh4e6r,YA,A,2.0,1,4.4
ilo8ae8me2,YA,S,20.0,30,2.0
vfc5ef11zd,YC,S,7.0,9,3.1
irq75g8zw1,YE,A,,5,4.4
ojdf252cbm,YE,A,5.0,4,
kr9o3wnzld,YB,C,6.0,8,4.9
cne90celyh,YC,C,8.0,7,3.5
65877w2fcs,YA,S,5.0,7,2.5
etvlqxhtck,YF,S,5.0,2,2.2
1yq6zdhbux,YE,A,16.0,21,4.8
csp0qn2l6w,YG,S,6.0,3,1.0
umrknusjx9,YG,S,10.0,14,1.6
7hs6tc09wl,XX,A,3.0,3,1.5
a5ben1ls8z,XY,S,8.0,9,1.4
kpdbyajw3s,YF,S,18.0,22,2.3
ti6rrnx078,YE,B,17.0,8,4.9
rggcfw1hp9,XZ,C,18.0,17,4.4
44cbz5br3n,YE,A,3.0,1,1.6
ly3vc5h7nt,XX,B,12.0,18,2.1
8m6t32o8n5,YG,C,3.0,1,3.3
rs27ewa2ri,YA,C,2.0,3,0.1
61dccamlwi,XZ,C,3.0,2,4.1
nvm66viulq,YC,B,10.0,11,4.4
mawwdoi7p3,YD,B,3.0,2,4.3
jijdcbcsgr,YA,C,16.0,15,1.9
1sie1pftn8,YD,S,11.0,12,2.3
dva0zq2c17,YF,S,16.0,13,0.1
ne0h2zif5a,XY,B,11.0,13,2.0
p2nb2z6k5y,XZ,B,18.0,11,2.3
3stc11p823,YB,B,10.0,6,4.5
tgtem05w2n,XZ,C,19.0,26,4.5
5ik0jnnva8,YE,S,5.0,7,4.8
7hmfh6t5au,YG,B,10.0,11,4.4
b2f2w9o2gl,YE,B,17.0,13,0.0
ah4gx2hafg,YE,A,5.0,4,3.2
1z2gz4qrlx,YF,C,,10,0.3
q5phqi4foh,YA,A,20.0,25,1.4
t4rn1wqe9f,YB,S,2.0,1,2.9
9e6ghqolue,YB,A,7.0,10,3.5
wjhw4q80a1,YE,A,,10,3.3
f0gdykka5t,YD,A,17.0,9,
9gdgcbv27u,YF,C,5.0,5,0.5
gi0z5nrg1l,YE,S,14.0,18,0.6
n40hzqq0zf,XY,A,17.0,23,0.5
fsmtmej7i2,YG,C,7.0,3,0.9
ipnab655r9,YA,S,12.0,7,3.4
ah0y9xucso,YC,B,4.0,5,4.2
285wdou5ec,XY,A,11.0,11,2.0
r5u4h9xlca,YD,S,2.0,2,3.5
gdtzzrdv4w,XZ,A,12.0,11,1.0
3altui8t0x,XZ,B,13.0,7,4.9
dr00nh0wkw,XY,S,15.0,18,1.7
v26hl5b9eq,YE,C,9.0,10,4.2
m37zfk5tp2,YC,S,12.0,7,4.7
lcxbk31juz,XX,C,5.0,4,4.3
sbyscd86yp,XX,S,8.0,12,0.3
nsyzvyqfx8,YD,C,11.0,8,3.3
qnke5c0q8r,YE,B,20.0,23,0.6
pxoe4asuml,YB,B,5.0,6,0.0
vmopg63ggw,YB,B,,1,0.3
976zb0dcko,YA,S,19.0,15,4.6
s8aexln19r,YC,B,15.0,14,4.5
epcels3jtm,YC,A,17.0,22,1.1
38i3roobtg,XZ,B,12.0,16,2.7
s65qzljh4d,YF,C,11.0,7,4.8
lmfal0z9lo,YD,C,18.0,19,2.5
kxnql6pazv,XX,C,15.0,10,2.0
n0sbkohsm9,YD,S,,5,2.4
j9sg159n07,YB,A,20.0,27,4.0
gasrofefw9,YB,B,3.0,2,2.4
f0bqd5a47j,XY,A,8.0,9,3.9
esijrb61q1,YA,A,10.0,13,2.2
z5914ai0bt,YC,C,20.0,25,1.3
sgk8sj5pem,YG,C,17.0,25,1.6
i37h1vz2xr,YD,C,17.0,8,0.4
hurnjv0tl2,YB,S,19.0,16,2.5
l22gq513il,YF,A,12.0,6,0.7
v6k8t2saqr,XZ,A,8.0,4,4.1
s0blod5mxm,XX,S,10.0,7,2.1
x8ipo4qby1,YA,S,5.0,6,3.8
a9z5dob98q,YF,S,14.0,19,4.8
2zvnhfb87l,YA,A,5.0,5,4.2
ro0akgc1ce,XY,A,20.0,19,4.8
5eaziix2z5,YG,C,3.0,2,2.8
zdmjzh12eg,YB,C,10.0,5,0.8
b9wa1s7smx,XZ,A,13.0,6,
piz1wy3jpa,YF,C,3.0,4,4.3
x8j8hme7qd,YA,S,7.0,4,4.3
yrdn9uflxq,YC,B,6.0,4,3.5
h4bwnf9gqe,XY,C,6.0,4,
fpyeox7tm1,YC,A,6.0,4,0.1
4cdyudhthc,XZ,C,5.0,6,3.7
sgb240nny8,YF,C,10.0,13,0.5
br0rva8tha,XY,C,11.0,13,1.3
mrxl5m4kji,YF,B,17.0,9,2.8
l1rbueey56,YB,S,11.0,7,2.3
qoahvxgsp4,YE,A,11.0,6,0.1
o8101wslbi,XY,B,20.0,15,4.1
l1kfp181xv,YC,A,11.0,11,4.4
186pk9sjgg,XZ,A,7.0,6,3.4
1up7xq4sud,YG,A,18.0,27,2.7
pbhu5ocdre,YB,B,6.0,6,
4zxm1azsz1,YE,S,7.0,9,0.6
yrkfavf0nh,YG,A,16.0,19,3.7
fm6yy27k3p,XX,S,20.0,27,0.6
t428wn2gf9,YB,S,19.0,24,1.9
c5nbm492lv,XZ,C,5.0,3,2.9
3rm956qllz,YA,B,9.0,8,3.7
jqviafsaxx,XY,B,17.0,13,
nqd39ps1u0,YF,C,20.0,20,1.3
hstyzvp546,XZ,C,4.0,6,2.7
kddv6m4uh5,XY,S,11.0,14,2.7
sfxsao26jh,YG,A,3.0,4,3.2
0zabx1nuff,YF,B,5.0,2,1.5
ih6w5mxifw,YD,A,7.0,6,2.7
06txumbtdt,YC,A,12.0,15,0.9
s3smk254b8,XX,C,,17,0.9
utd9p4wbzv,YB,A,17.0,21,2.9
mf0ycw84wq,XZ,S,20.0,14,3.4
ezy8q5vfsy,XX,C,3.0,1,
0il0kr5txe,YA,A,18.0,13,0.6
kblxcvwuw6,XY,C,10.0,9,2.8
ywwp9ra6q7,XY,S,18.0,13,1.4
wc9c1hj5jx,XZ,S,16.0,13,2.0
82g0ba4x55,YE,A,8.0,8,2.0
g95mztk42h,YE,C,20.0,27,
7784tahs4o,YD,A,4.0,5,0.0
ygn03xuvcu,YC,A,,2,4.3
daszmh9o3h,YF,C,5.0,7,3.6
558tlzn0wx,YA,A,19.0,19,3.5
7qi0qpgf4v,XX,S,9.0,13,2.7
nrg36mq23x,YE,C,20.0,28,3.5
naqsvroifb,YD,C,7.0,3,4.7
qtq4tn2s8y,YD,C,2.0,1,3.3
zrgri92b5i,XZ,C,9.0,7,1.3
bqu8akiakh,YA,A,,3,2.9
vp10col6rl,YG,A,20.0,25,2.2
vg2qx48px2,YF,S,12.0,12,2.8
1213z81utp,YC,B,16.0,19,2.6
r066s1714i,YB,B,12.0,18,4.3
h93b9jpp8t,XZ,S,,24,3.3
2u51z1699y,YF,B,11.0,12,0.9
j5hb9nm6yw,YB,S,13.0,12,0.3
vxfi1h4j05,YB,A,2.0,1,2.1
mhlherfmgp,YA,C,8.0,4,0.1
rbb05oia64,YA,C,18.0,16,1.6
jp4gsdpf94,XX,A,11.0,14,1.8
icyf5a39b9,YD,C,7.0,5,1.9
mjxyutwpgr,YF,C,18.0,27,4.9
czxwq1h74u,XZ,B,19.0,16,1.5
mmmi9if1cr,XY,A,6.0,5,1.3
43d0ennc6q,XZ,B,19.0,12,0.6
4icutg98k9,XX,B,18.0,18,2.6
mj7nk2m5cj,YC,C,17.0,10,0.8
me2t5m22ft,YD,C,9.0,7,
m9bxwhzuif,XY,A,14.0,14,0.8
74zxks6rj5,YE,C,17.0,11,2.9
xwmrevfdcn,YC,C,12.0,14,
p3kcvdkeh3,YA,A,7.0,6,0.2
a7y7functh,YB,C,4.0,6,2.1
w7iylrsr95,YE,B,2.0,2,2.3
0lyl1b0vzv,XZ,A,19.0,28,4.0
1igh9fktfh,XZ,C,6.0,7,2.3
pxdz2n0irr,YA,S,14.0,11,2.8
kt77i1ih2s,XX,A,11.0,5,4.0
jdfrmpefl3,YF,A,6.0,9,2.8
i96cpvbu41,YE,S,15.0,15,1.8
6jzb2ov1l0,YE,C,18.0,24,0.4
3jsludxt2e,YG,C,2.0,1,3.6
ckpgq4qted,YC,A,3.0,1,4.4
2dc1q7dari,YD,A,8.0,9,4.9
zogk4vt2ph,YC,C,11.0,7,4.6
iny10v4h0u,YF,C,8.0,7,4.0
4igpdik81x,XZ,B,17.0,11,3.2
smkcwkmf6q,XZ,A,6.0,6,3.9
fqh5okr93h,XZ,A,13.0,14,2.2
s9o6ntquyr,YG,S,18.0,9,3.0
6ohyeumdyy,XZ,B,17.0,20,1.7
t3y8ka0a5a,YF,C,17.0,9,1.6
7f7xslos0n,YA,B,20.0,19,3.8
p6vp7bvt13,YD,C,16.0,24,2.3
smqyyh8qqh,YF,C,13.0,13,1.1
akatgizfu5,YD,B,11.0,14,1.0
fcgmf7wswh,YF,A,3.0,2,4.3
x7vberx56h,XZ,C,8.0,10,3.4
c6ovwvxviu,YA,B,14.0,16,2.7
cpw6gf4k5x,YE,S,4.0,2,2.0
q39qtwiy8v,YC,B,16.0,21,2.2
ho08qqclxg,YB,S,2.0,3,0.3
u8wproi8on,YA,C,4.0,6,2.3
82yvf5u9de,YE,B,11.0,6,4.0
prlej73iuw,XX,B,16.0,24,1.9
mdji46307k,YF,S,7.0,7,1.9
0742tuaxe0,XX,B,16.0,10,0.1
19ikf461u4,YE,B,8.0,11,2.3
buzurv26n4,YA,C,,8,0.1
d1niqttydu,YF,B,5.0,3,2.9
yfq67kf7us,YB,A,19.0,17,2.5
ydv1awppcf,XZ,S,4.0,2,4.2
h56nd12f6q,YF,B,18.0,19,2.9
mm9jfe53zc,YF,S,19.0,10,1.6
z7jgbd8e4c,YA,S,19.0,17,2.6
c9mslu4qyf,YA,S,3.0,2,3.5
4wyg9azl96,YE,B,14.0,9,0.5
3wmxse9zmg,XY,B,16.0,12,3.1
2y5vg67v0c,YF,S,6.0,4,4.6
lznxi0zjik,YC,A,4.0,5,1.5
yqalghx69u,YF,S,6.0,6,3.1
iza5e0xgwl,YE,A,6.0,9,4.1
34ojo3dvtw,YD,S,6.0,5,2.6
o25i635c3q,XX,C,4.0,4,3.6
o2sr5zwvhc,XZ,S,4.0,4,1.6
ap45qflguf,XY,S,19.0,13,1.5
2t2agpl0nv,YB,B,5.0,7,3.3
y4lnq007mi,YB,A,2.0,1,3.5
mvz2gv1xjg,YB,C,17.0,17,4.7
zc5ztsyfcx,YA,A,9.0,11,1.1
j918o8m88q,YB,C,,22,2.3
zbv8gza6n1,XZ,S,9.0,7,1.3
yr3ct40qox,XX,B,8.0,7,0.4
1sa32fi3ix,YB,B,9.0,10,2.0
8fv18x0yz3,YF,A,13.0,17,1.9
nn0q6yw1ph,YF,B,17.0,22,1.4
3czedo7wim,YA,A,13.0,15,1.5
w9wh4mkkq2,XZ,A,20.0,19,1.8
ihzdnn8krh,XX,C,11.0,15,4.9
sl2yykkynf,XY,A,8.0,12,3.9
hrln00c42c,YE,C,13.0,16,0.4
ye0l4w1rdr,XX,B,6.0,4,4.4
q8ztqdiqi1,YE,A,17.0,20,3.2
67oqcfifpq,YD,A,10.0,15,4.5
40xvga6l4n,YE,S,8.0,9,1.7
lzzbuniup0,YC,A,,16,2.3
l5f0fjovr5,YF,A,12.0,15,4.5
63c5m9ac8n,XZ,S,8.0,11,1.4
r74st182yd,YG,S,11.0,9,4.6
unnkpnmxlp,YA,B,10.0,9,
5491rnmfu7,YC,A,5.0,2,4.9
a9775yuhyd,YE,B,17.0,13,
adjn10stdg,YB,B,11.0,14,1.2
slwqt4z80u,XZ,S,20.0,22,1.7
tmqdcywklm,YC,C,18.0,17,4.8
v83qrcteu4,YA,B,10.0,10,1.7
ese4da2oay,YF,C,14.0,21,2.8
8d0gy5kisx,XZ,A,2.0,3,2.0
xww9z2jntz,YA,S,3.0,4,2.0
jj4188ju15,YD,A,14.0,10,1.0
1l2xq38v85,YD,A,10.0,14,2.7
b0xqucb821,YA,S,8.0,4,4.2
jmomwy046o,YC,A,17.0,16,0.2
dbrdfgnhom,XZ,S,20.0,21,4.4
2e4dw34k4w,YC,C,8.0,9,
dadusg49fc,XY,A,7.0,5,3.1
amg4v9hi5t,YE,S,19.0,28,3.1
ljqe5cniik,XY,B,20.0,21,1.5
yvm4s0s3w7,YD,A,12.0,11,
xfs5icx4w1,YF,C,13.0,11,4.0
rl7sfcjmvh,XX,S,11.0,16,1.5
tsm1qqzawv,YE,A,14.0,15,2.4
f5k02olg7g,YD,A,13.0,9,0.1
