지역,작물명,작물_분류,작업_상위_분류,등급,연속_작업_여부,작업_연도,작업_소요_일수,작업_순서,재배면적,작업_시작_일자,평균_기온,작업자_수,작업_유형
서울경기,벼,곡물,방제,C,예,2021,14.0,1,25288.34,2023-03-07,18.69,18,0
전라,밀,곡물,수확,B,예,2020,22.0,1,30923.11,2023-05-13,17.45,12,0
충청,밀,과일,비료,A,아니오,2020,23.0,2,96091.67,2023-07-25,21.8,18,0
전라,밀,채소,경작,B,아니오,2018,15.0,1,93660.98,2023-08-26,20.15,17,0
충청,고구마,곡물,비료,A,아니오,2023,17.0,1,75583.6,2023-08-01,15.88,10,0
경상,고구마,곡물,경작,C,예,2023,9.0,1,17834.1,2023-06-03,14.77,8,2
충청,밀,과일,경작,B,예,2023,26.0,2,97344.45,2023-07-13,18.65,8,0
서울경기,벼,과일,비료,A,아니오,2021,18.0,1,74710.07,2023-03-04,12.91,10,0
충청,고구마,채소,수확,B,아니오,2021,13.0,4,30982.24,2023-10-02,25.0,13,1
충청,고구마,곡물,비료,B,예,2018,25.0,2,58417.34,2023-05-05,20.39,8,0
경상,콩,곡물,수확,A,아니오,2022,22.0,2,67768.4,2023-06-01,14.17,11,0
경상,콩,채소,방제,A,아니오,2023,8.0,1,20320.72,2023-10-31,11.52,8,2
강원,콩,채소,수확,B,아니오,2023,23.0,3,89842.46,2023-06-17,23.17,8,0
충청,벼,채소,수확,B,아니오,2018,10.0,4,55711.17,2023-05-04,24.21,4,1
충청,벼,곡물,방제,A,예,2021,22.0,2,66131.94,2023-02-18,14.01,6,0
충청,고구마,채소,수확,C,예,2022,19.0,2,45195.18,2023-08-22,25.43,6,1
서울경기,밀,과일,비료,A,예,2019,9.0,3,22500.56,2023-05-20,14.63,13,0
충청,밀,과일,경작,A,예,2024,18.0,3,64794.92,2023-06-06,23.6,4,0
서울경기,콩,곡물,경작,B,예,2018,17.0,1,38564.93,2023-08-20,23.66,6,0
서울경기,밀,곡물,비료,C,아니오,2018,17.0,1,83857.69,2023-02-06,22.44,16,0
강원,감자,곡물,경작,B,아니오,2021,14.0,3,78822.6,2023-05-06,17.04,15,0
강원,고구마,채소,수확,B,아니오,2022,4.0,4,38180.17,2023-09-24,27.52,12,1
서울경기,벼,채소,수확,B,아니오,2023,4.0,2,69056.37,2023-08-29,22.17,11,1
전라,벼,과일,방제,A,예,2022,16.0,1,61716.56,2023-07-17,24.1,9,0
서울경기,콩,채소,방제,C,아니오,2024,12.0,3,23641.2,2023-05-17,23.61,5,2
경상,고구마,채소,수확,B,아니오,2021,12.0,3,28136.21,2023-06-04,22.17,3,1
서울경기,벼,채소,방제,C,예,2020,20.0,2,80989.18,2023-05-18,16.67,6,0
강원,고구마,과일,수확,A,아니오,2019,3.0,4,8450.1,2023-07-11,21.96,14,1
서울경기,벼,곡물,경작,A,아니오,2023,26.0,2,28678.98,2023-02-19,18.54,18,0
강원,벼,채소,경작,A,예,2019,17.0,1,21096.22,2023-07-16,14.08,4,0
전라,밀,과일,비료,A,예,2024,10.0,2,27893.65,2023-06-08,24.11,7,0
강원,콩,곡물,경작,A,예,2018,14.0,2,7275.35,2023-07-05,21.42,4,1
전라,벼,곡물,비료,A,아니오,2021,22.0,3,35252.14,2023-05-10,14.95,4,0
서울경기,밀,과일,방제,A,아니오,2023,17.0,3,90244.36,2023-07-29,20.31,15,0
충청,밀,채소,경작,A,아니오,2022,26.0,1,63256.98,2023-04-14,24.21,6,0
서울경기,벼,곡물,경작,B,아니오,2023,14.0,1,76282.36,2023-04-30,14.72,3,0
전라,밀,채소,수확,A,예,2021,13.0,2,53396.83,2023-06-16,23.12,5,0
강원,콩,채소,비료,A,아니오,2024,29.0,3,81236.64,2023-05-30,16.12,11,0
전라,벼,과일,비료,A,아니오,2021,12.0,3,44655.98,2023-04-12,21.75,9,0
서울경기,콩,과일,비료,B,아니오,2018,23.0,1,68335.12,2023-08-30,16.71,8,0
충청,벼,곡물,비료,A,예,2022,9.0,1,94081.5,2023-04-27,14.24,17,0
충청,벼,채소,수확,B,예,2024,19.0,1,39617.6,2023-06-06,18.12,10,0
서울경기,벼,과일,수확,A,아니오,2021,28.0,3,37322.67,2023-03-12,21.93,5,0
경상,콩,곡물,방제,A,아니오,2020,9.0,1,8922.78,2023-09-19,24.86,2,2
강원,벼,곡물,경작,A,아니오,2023,12.0,1,49336.41,2023-02-02,21.15,6,0
서울경기,밀,곡물,방제,A,아니오,2024,20.0,3,97646.4,2023-06-29,23.13,4,0
서울경기,벼,채소,비료,A,예,2019,21.0,1,92245.26,2023-05-06,17.98,7,0
전라,콩,곡물,경작,B,예,2022,25.0,1,87268.32,2023-02-11,13.38,7,0
강원,밀,곡물,비료,A,아니오,2021,22.0,3,64594.71,2023-08-27,17.61,5,0
전라,밀,곡물,수확,A,예,2021,11.0,3,31476.58,2023-11-02,22.93,3,1
충청,벼,곡물,방제,C,아니오,2024,29.0,3,87358.15,2023-06-30,17.19,15,0
전라,벼,곡물,방제,B,예,2023,24.0,1,86044.15,2023-04-26,15.21,9,0
경상,벼,곡물,경작,B,아니오,2022,17.0,2,14824.57,2023-08-05,18.36,19,0
전라,밀,곡물,경작,B,예,2022,27.0,2,47519.01,2023-03-06,16.06,14,0
서울경기,고구마,채소,수확,B,예,2022,7.0,3,42551.98,2023-07-24,24.2,11,1
강원,감자,과일,비료,A,예,2022,26.0,1,95949.47,2023-04-12,15.55,11,0
서울경기,콩,곡물,수확,A,아니오,2023,24.0,2,39304.59,2023-06-15,20.27,17,0
서울경기,고구마,곡물,경작,A,아니오,2021,22.0,1,19485.18,2023-04-30,12.4,17,0
경상,고구마,과일,방제,C,아니오,2022,9.0,3,25194.24,2023-09-04,13.21,3,2
충청,벼,곡물,비료,B,예,2019,15.0,2,61715.19,2023-07-25,21.23,8,0
전라,밀,채소,수확,A,예,2018,16.0,4,7263.73,2023-11-23,23.2,14,1
강원,콩,채소,수확,B,예,2023,16.0,3,67488.83,2023-07-10,28.5,6,1
전라,밀,과일,비료,C,예,2019,8.0,4,53129.63,2023-05-26,17.49,14,1
서울경기,밀,채소,경작,A,예,2018,8.0,1,89125.55,2023-05-16,23.31,14,0
강원,콩,곡물,경작,A,예,2024,22.0,3,13885.41,2023-02-25,12.67,11,0
전라,벼,채소,수확,A,아니오,2019,15.0,2,14753.6,2023-09-28,15.11,7,1
전라,고구마,곡물,비료,A,예,2023,8.0,4,56553.8,2023-08-03,23.59,12,1
서울경기,감자,채소,경작,A,아니오,2022,17.0,2,88219.22,2023-03-02,13.0,5,0
강원,콩,곡물,경작,B,아니오,2024,14.0,1,31760.12,2023-05-07,21.06,14,0
전라,벼,채소,수확,A,예,2019,16.0,1,48137.52,2023-07-03,17.6,3,0
강원,밀,과일,수확,A,아니오,2022,15.0,1,32352.82,2023-08-09,19.14,16,0
강원,고구마,채소,수확,B,아니오,2023,16.0,2,15292.62,2023-05-02,26.59,13,1
충청,고구마,채소,경작,B,예,2020,5.0,2,33083.86,2023-06-11,23.95,7,1
서울경기,밀,곡물,경작,B,예,2024,13.0,2,72135.06,2023-08-27,12.24,19,0
서울경기,콩,곡물,수확,B,아니오,2021,7.0,3,9233.61,2023-09-03,20.63,11,1
충청,콩,과일,비료,A,아니오,2022,17.0,2,27745.25,2023-03-12,12.67,15,0
충청,밀,곡물,비료,B,예,2024,15.0,3,42758.39,2023-07-13,12.87,5,0
서울경기,콩,채소,방제,A,예,2024,19.0,3,49265.82,2023-02-02,21.57,9,0
충청,콩,곡물,방제,B,예,2022,17.0,4,11991.6,2023-06-22,22.34,15,1
강원,밀,과일,수확,A,예,2022,21.0,2,41823.73,2023-11-07,28.68,14,1
강원,벼,과일,경작,B,예,2021,24.0,3,65916.11,2023-04-29,18.75,11,0
전라,벼,곡물,경작,C,아니오,2023,12.0,1,93528.96,2023-02-13,20.39,18,0
서울경기,콩,과일,비료,A,아니오,2021,18.0,2,78222.17,2023-04-19,21.03,16,0
서울경기,밀,곡물,경작,C,예,2018,21.0,1,88421.32,2023-05-23,14.01,3,0
강원,고구마,곡물,경작,A,예,2022,13.0,3,74312.06,2023-07-15,13.16,17,0
서울경기,콩,곡물,비료,C,아니오,2021,24.0,1,22881.68,2023-02-07,13.55,17,0
전라,감자,곡물,방제,B,예,2019,16.0,4,54606.74,2023-11-13,16.15,9,1
충청,콩,채소,경작,C,아니오,2018,16.0,1,49643.0,2023-04-22,13.1,18,0
강원,밀,곡물,비료,A,아니오,2019,23.0,1,62734.7,2023-08-04,22.93,5,0
전라,밀,곡물,비료,B,아니오,2024,16.0,2,47849.24,2023-02-20,16.38,19,0
충청,감자,채소,수확,B,아니오,2019,19.0,2,53809.23,2023-03-10,19.58,16,0
충청,벼,곡물,방제,A,예,2023,17.0,2,78830.08,2023-05-27,20.69,5,0
충청,벼,과일,비료,B,예,2021,17.0,2,32311.39,2023-05-21,19.88,6,0
전라,벼,곡물,수확,C,아니오,2021,29.0,3,72468.11,2023-08-07,21.22,19,0
서울경기,감자,채소,비료,A,아니오,2020,27.0,3,18908.83,2023-03-17,16.0,5,0
강원,감자,곡물,비료,B,아니오,2018,22.0,1,95784.64,2023-04-21,23.88,9,0
전라,고구마,과일,경작,A,아니오,2024,26.0,2,85278.47,2023-07-18,16.74,16,0
충청,고구마,채소,비료,B,아니오,2023,14.0,3,51799.51,2023-08-10,24.61,10,0
강원,벼,과일,비료,A,예,2018,23.0,3,37291.79,2023-02-24,23.16,3,0
전라,벼,과일,비료,A,예,2019,13.0,3,73932.7,2023-04-26,20.96,9,0
강원,밀,곡물,비료,A,아니오,2023,12.0,1,64908.88,2023-03-20,24.59,4,0
경상,콩,곡물,수확,C,아니오,2021,28.0,2,94921.94,2023-05-21,12.47,8,0
서울경기,고구마,곡물,방제,B,아니오,2019,17.0,3,7185.85,2023-06-20,17.25,9,2
서울경기,콩,채소,경작,B,아니오,2020,26.0,2,29564.04,2023-05-30,15.48,17,0
충청,콩,곡물,경작,B,예,2019,9.0,2,19679.0,2023-06-05,15.15,5,1
전라,벼,채소,경작,A,예,2020,24.0,3,37816.55,2023-08-09,20.14,11,0
강원,감자,과일,수확,B,아니오,2021,11.0,4,5422.22,2023-11-04,24.93,16,1
충청,고구마,과일,비료,B,예,2023,16.0,3,62069.36,2023-05-15,23.81,4,1
강원,벼,채소,경작,C,예,2019,21.0,1,70590.79,2023-04-08,13.28,18,0
서울경기,벼,채소,경작,A,아니오,2020,10.0,3,17823.52,2023-11-02,17.8,12,1
서울경기,감자,채소,방제,C,아니오,2021,17.0,2,24522.19,2023-06-06,12.86,16,0
강원,고구마,채소,비료,B,아니오,2018,13.0,3,17878.4,2023-11-10,21.79,15,1
경상,콩,곡물,수확,C,예,2023,20.0,3,12886.32,2023-05-09,12.65,15,0
충청,콩,채소,경작,B,예,2020,9.0,4,28163.0,2023-06-07,28.41,11,1
충청,콩,과일,비료,B,예,2021,10.0,3,66657.77,2023-05-04,21.69,7,0
서울경기,벼,곡물,경작,A,예,2024,16.0,1,99394.22,2023-03-24,17.47,17,0
전라,콩,곡물,경작,A,아니오,2024,25.0,3,66127.15,2023-04-23,13.24,16,0
충청,고구마,과일,방제,A,아니오,2018,18.0,4,28784.72,2023-08-16,17.94,4,1
강원,벼,채소,비료,A,예,2021,11.0,1,35257.16,2023-07-06,14.21,6,0
강원,콩,채소,경작,B,아니오,2022,21.0,3,58461.75,2023-07-14,21.78,9,1
서울경기,고구마,채소,비료,A,예,2018,17.0,1,44133.89,2023-02-24,16.98,18,0
경상,벼,채소,수확,B,아니오,2024,20.0,1,65997.84,2023-03-18,23.56,13,0
강원,콩,채소,비료,C,예,2019,27.0,1,81423.09,2023-02-08,17.05,9,0
전라,벼,과일,수확,B,아니오,2022,28.0,2,22557.57,2023-03-17,17.38,9,0
충청,벼,채소,경작,A,아니오,2023,11.0,3,96088.39,2023-08-09,19.34,13,0
충청,벼,채소,경작,A,예,2023,17.0,1,36656.58,2023-02-24,18.74,14,0
서울경기,고구마,곡물,방제,B,예,2023,17.0,2,24216.29,2023-07-21,24.69,6,0
경상,콩,채소,수확,A,아니오,2024,2.0,2,24537.25,2023-06-25,21.53,5,2
전라,감자,곡물,경작,B,예,2019,5.0,4,56735.02,2023-09-01,20.77,12,1
강원,콩,채소,비료,C,아니오,2022,13.0,3,14919.19,2023-03-28,15.43,3,2
서울경기,밀,곡물,비료,A,예,2022,22.0,3,74786.58,2023-02-13,13.38,13,0
서울경기,콩,채소,경작,B,예,2021,23.0,1,72574.19,2023-03-17,18.69,14,0
강원,고구마,과일,경작,B,아니오,2023,16.0,2,50131.94,2023-03-11,18.26,5,0
강원,감자,과일,경작,B,아니오,2019,29.0,3,45575.24,2023-04-07,12.5,9,0
전라,벼,과일,경작,C,예,2018,12.0,1,53963.39,2023-03-17,20.52,3,0
전라,콩,곡물,비료,B,예,2023,19.0,1,78055.21,2023-03-27,21.85,3,0
전라,감자,채소,비료,A,아니오,2022,18.0,2,65247.74,2023-05-01,20.73,5,1
강원,벼,과일,수확,C,예,2024,21.0,1,88954.21,2023-02-14,19.18,4,0
충청,감자,곡물,방제,B,예,2020,24.0,1,29032.2,2023-03-18,14.16,6,0
충청,밀,곡물,경작,A,아니오,2021,20.0,1,96348.8,2023-06-05,16.87,17,0
전라,콩,채소,방제,B,예,2018,7.0,1,25295.88,2023-05-11,15.77,10,2
경상,콩,곡물,비료,A,예,2019,8.0,1,52023.67,2023-07-03,12.5,5,0
충청,감자,채소,경작,A,예,2022,16.0,2,33450.32,2023-03-28,12.31,12,0
강원,벼,곡물,경작,B,예,2024,17.0,3,31438.3,2023-03-01,18.03,14,0
충청,벼,과일,비료,A,아니오,2021,11.0,3,23480.28,2023-09-19,22.06,13,1
강원,벼,과일,경작,A,아니오,2022,16.0,1,53227.26,2023-08-05,19.02,3,0
서울경기,벼,채소,방제,A,아니오,2019,15.0,2,67957.12,2023-07-29,13.17,18,0
전라,벼,채소,방제,C,예,2018,22.0,4,60663.09,2023-08-22,23.44,3,1
충청,감자,곡물,방제,A,예,2022,12.0,3,33775.82,2023-08-30,25.86,12,1
경상,콩,채소,비료,C,아니오,2024,14.0,1,76283.95,2023-06-14,20.24,13,0
전라,밀,채소,수확,B,아니오,2024,16.0,3,51210.46,2023-05-03,21.13,4,1
강원,고구마,과일,경작,C,예,2018,11.0,4,62939.08,2023-10-28,28.94,2,1
서울경기,콩,채소,방제,A,아니오,2022,10.0,1,11829.42,2023-12-15,22.69,6,2
충청,고구마,채소,수확,B,예,2019,5.0,3,60206.73,2023-11-14,27.54,8,1
강원,감자,곡물,비료,A,아니오,2024,13.0,2,38689.55,2023-08-17,21.85,19,0
서울경기,고구마,곡물,수확,A,예,2022,15.0,1,31494.52,2023-03-01,18.87,13,0
경상,콩,채소,비료,C,아니오,2020,12.0,1,8260.78,2023-08-18,11.56,9,2
충청,감자,과일,경작,A,예,2021,25.0,1,97552.87,2023-03-13,16.32,11,0
강원,감자,곡물,수확,B,예,2022,9.0,1,70162.36,2023-06-19,20.17,9,0
강원,콩,채소,방제,B,아니오,2023,16.0,4,5302.65,2023-05-15,20.71,2,1
강원,감자,채소,수확,B,아니오,2021,18.0,4,51080.53,2023-08-16,20.18,14,1
전라,감자,채소,방제,A,아니오,2024,16.0,1,38039.25,2023-02-19,23.5,7,0
전라,고구마,곡물,경작,A,아니오,2018,7.0,2,85714.78,2023-08-15,17.57,12,0
경상,감자,곡물,경작,A,아니오,2021,29.0,1,20866.95,2023-07-19,18.86,11,0
전라,콩,과일,수확,C,아니오,2019,11.0,1,24797.55,2023-11-16,14.93,12,2
경상,콩,곡물,수확,A,예,2021,25.0,3,69936.42,2023-06-27,13.9,3,0
서울경기,고구마,곡물,경작,A,아니오,2018,18.0,1,94501.54,2023-07-18,13.63,10,0
서울경기,감자,곡물,수확,B,예,2018,12.0,2,40925.37,2023-04-24,20.89,13,0
강원,벼,채소,수확,B,아니오,2024,22.0,1,16161.43,2023-02-23,21.09,11,0
강원,고구마,곡물,경작,A,예,2019,9.0,3,36803.65,2023-06-21,22.69,8,0
전라,감자,채소,수확,B,예,2021,20.0,3,6140.6,2023-05-15,23.77,6,1
강원,감자,곡물,수확,A,아니오,2020,11.0,2,16418.72,2023-07-29,21.34,15,0
강원,콩,채소,경작,B,예,2023,25.0,1,28838.33,2023-02-17,21.46,5,0
서울경기,감자,과일,수확,B,예,2020,17.0,3,45006.0,2023-11-14,22.51,15,1
경상,고구마,채소,수확,A,아니오,2020,10.0,2,66677.75,2023-11-30,15.6,4,1
강원,벼,곡물,수확,C,예,2024,23.0,2,74690.99,2023-05-25,23.93,6,0
충청,콩,곡물,비료,C,예,2021,29.0,2,50354.46,2023-07-03,21.34,15,0
충청,감자,과일,비료,A,예,2023,17.0,3,20609.8,2023-05-20,25.45,3,1
강원,벼,과일,경작,A,아니오,2020,27.0,3,81748.25,2023-05-26,12.83,7,0
전라,밀,곡물,방제,B,아니오,2020,16.0,1,16961.26,2023-04-23,16.4,7,0
충청,고구마,곡물,경작,A,아니오,2019,11.0,2,21833.75,2023-05-19,20.48,10,0
전라,벼,채소,수확,A,아니오,2019,27.0,3,94655.3,2023-06-23,12.95,10,0
충청,감자,곡물,수확,B,예,2019,9.0,1,99696.54,2023-02-05,14.24,6,0
전라,벼,과일,경작,B,아니오,2024,7.0,3,76065.55,2023-03-26,16.93,12,0
경상,벼,채소,경작,A,예,2022,22.0,2,25392.13,2023-07-07,24.3,15,0
경상,밀,곡물,경작,A,예,2022,21.0,3,23273.1,2023-02-05,20.39,8,0
강원,고구마,곡물,수확,B,예,2023,11.0,3,21557.51,2023-06-27,16.02,6,2
전라,벼,곡물,방제,B,아니오,2022,25.0,2,21662.5,2023-07-17,18.16,7,0
경상,콩,채소,수확,B,아니오,2021,21.0,2,22845.94,2023-08-25,25.49,8,1
전라,밀,과일,수확,A,아니오,2022,23.0,1,15455.34,2023-02-05,20.08,17,0
서울경기,감자,과일,수확,B,예,2024,7.0,4,42591.71,2023-09-24,22.65,3,1
충청,감자,채소,수확,A,예,2022,8.0,2,5996.48,2023-10-31,16.25,14,1
충청,벼,곡물,경작,B,아니오,2022,17.0,1,34967.97,2023-07-24,17.32,13,0
충청,고구마,채소,방제,B,예,2019,12.0,3,30531.17,2023-08-04,19.28,11,0
서울경기,밀,곡물,경작,B,아니오,2019,19.0,3,25941.8,2023-03-14,22.89,5,0
강원,콩,과일,방제,B,예,2022,5.0,3,16479.64,2023-04-17,14.84,2,2
경상,밀,곡물,경작,A,아니오,2024,17.0,2,94847.59,2023-08-03,24.0,17,0
강원,고구마,채소,수확,A,아니오,2024,6.0,2,11458.68,2023-11-25,17.52,12,1
서울경기,벼,과일,비료,B,예,2019,29.0,1,41490.46,2023-06-03,23.02,10,0
전라,벼,채소,방제,A,예,2023,20.0,3,25665.35,2023-07-07,22.0,10,0
충청,고구마,채소,방제,A,아니오,2022,17.0,2,96676.95,2023-04-25,19.19,10,0
전라,고구마,과일,경작,A,예,2024,26.0,3,97234.39,2023-08-25,14.53,3,0
강원,콩,곡물,수확,C,예,2021,13.0,2,40623.63,2023-09-01,27.17,11,1
경상,감자,과일,수확,B,아니오,2020,14.0,3,19406.03,2023-11-26,21.43,9,1
서울경기,콩,곡물,경작,B,아니오,2023,28.0,1,36995.59,2023-04-30,15.39,3,0
전라,밀,채소,비료,A,아니오,2024,29.0,2,80540.18,2023-02-24,22.46,10,0
서울경기,콩,곡물,방제,A,아니오,2022,24.0,3,71448.77,2023-02-25,13.88,8,0
충청,벼,채소,수확,A,예,2020,17.0,3,93512.85,2023-06-30,14.47,15,0
전라,콩,채소,비료,A,아니오,2023,9.0,4,29157.56,2023-06-25,17.39,3,1
서울경기,벼,곡물,비료,A,아니오,2023,11.0,1,59056.37,2023-05-06,20.2,4,0
충청,콩,곡물,방제,B,아니오,2022,14.0,2,79800.3,2023-02-17,14.58,15,0
경상,고구마,채소,수확,A,예,2018,24.0,1,68984.86,2023-07-22,12.6,5,0
강원,벼,곡물,수확,C,아니오,2024,16.0,1,75268.47,2023-08-13,14.27,18,0
서울경기,감자,채소,수확,C,아니오,2021,7.0,2,18002.66,2023-08-27,23.29,1,2
충청,고구마,곡물,수확,C,예,2020,8.0,1,59901.15,2023-02-27,14.29,19,0
경상,벼,곡물,비료,C,아니오,2024,13.0,1,78750.29,2023-03-01,13.33,13,0
충청,벼,채소,비료,B,아니오,2022,10.0,3,33919.41,2023-02-11,22.61,18,0
충청,감자,채소,비료,A,아니오,2021,26.0,1,55046.29,2023-05-22,23.87,17,0
경상,콩,채소,수확,B,예,2018,5.0,1,10634.05,2023-05-17,11.67,5,2
전라,밀,채소,비료,C,예,2020,10.0,1,18593.03,2023-03-20,16.88,3,2
충청,벼,곡물,방제,A,아니오,2020,11.0,1,57550.06,2023-03-22,16.64,14,0
전라,벼,곡물,방제,B,예,2018,16.0,2,36952.31,2023-02-20,21.57,4,0
경상,고구마,과일,수확,C,아니오,2021,14.0,1,1003.41,2023-08-23,24.61,11,2
충청,콩,곡물,수확,B,아니오,2022,8.0,2,29133.29,2023-04-01,14.18,17,0
충청,고구마,채소,수확,B,아니오,2023,16.0,1,45390.45,2023-04-20,23.81,6,0
전라,벼,과일,비료,B,예,2022,7.0,1,51407.2,2023-02-21,18.77,7,0
전라,감자,채소,방제,C,예,2024,15.0,1,22386.93,2023-09-03,22.87,3,2
전라,감자,채소,수확,C,예,2024,21.0,3,40804.08,2023-07-01,18.18,13,1
서울경기,콩,채소,비료,B,예,2023,25.0,3,28353.69,2023-03-02,22.82,17,0
전라,콩,채소,방제,B,예,2023,1.0,1,7210.86,2023-01-08,14.26,3,2
경상,콩,채소,방제,C,아니오,2022,12.0,3,18433.81,2023-07-01,15.56,11,2
강원,고구마,채소,수확,A,아니오,2024,22.0,3,15414.82,2023-11-24,20.86,7,1
서울경기,고구마,곡물,방제,A,아니오,2024,22.0,3,61194.2,2023-07-25,21.59,12,0
충청,고구마,곡물,경작,A,아니오,2023,14.0,3,53854.01,2023-05-18,14.7,16,0
경상,밀,과일,경작,B,예,2023,13.0,3,83217.74,2023-06-17,20.53,7,0
충청,감자,곡물,방제,A,예,2021,25.0,2,90176.88,2023-08-18,12.7,13,0
충청,벼,곡물,수확,A,아니오,2021,26.0,2,25010.65,2023-05-27,19.61,18,0
경상,콩,채소,수확,B,아니오,2024,15.0,2,99326.98,2023-07-29,24.43,6,0
경상,감자,채소,비료,A,예,2022,24.0,1,76344.35,2023-04-03,13.76,15,0
강원,고구마,채소,경작,C,예,2022,11.0,1,8650.19,2023-04-03,14.49,1,2
강원,감자,곡물,경작,C,아니오,2019,27.0,2,52856.52,2023-06-30,18.24,9,0
전라,밀,채소,경작,A,아니오,2023,29.0,1,54156.94,2023-06-05,20.87,10,0
충청,벼,곡물,경작,A,예,2020,12.0,1,29845.37,2023-02-09,11.21,9,2
서울경기,벼,채소,방제,C,예,2023,27.0,2,41840.44,2023-05-03,17.2,11,0
서울경기,벼,과일,비료,A,예,2021,14.0,3,64357.97,2023-03-30,18.98,18,0
전라,벼,채소,비료,C,아니오,2021,15.0,3,87888.6,2023-05-10,24.25,15,0
강원,벼,과일,경작,B,아니오,2024,10.0,2,59195.57,2023-08-06,21.26,5,0
전라,감자,곡물,경작,B,아니오,2020,15.0,2,32212.48,2023-07-24,27.73,3,1
강원,밀,곡물,방제,A,예,2024,18.0,1,75796.63,2023-08-13,12.32,17,0
강원,벼,곡물,비료,A,아니오,2018,16.0,3,69181.0,2023-03-09,19.76,19,0
충청,벼,과일,경작,A,아니오,2020,25.0,2,85090.76,2023-08-31,16.77,18,0
경상,고구마,채소,방제,C,아니오,2020,8.0,2,12838.78,2023-09-17,19.42,4,2
경상,콩,채소,경작,A,예,2024,19.0,3,29931.43,2023-03-30,16.48,5,0
서울경기,벼,채소,경작,A,예,2019,18.0,3,57045.19,2023-02-03,19.98,19,0
충청,감자,채소,비료,A,예,2020,17.0,2,55873.48,2023-10-07,27.73,16,1
전라,밀,곡물,비료,A,예,2023,9.0,2,36593.36,2023-05-24,18.25,17,0
서울경기,고구마,과일,수확,C,아니오,2022,19.0,2,34159.44,2023-03-14,16.81,11,0
전라,콩,곡물,경작,B,아니오,2024,28.0,2,42369.74,2023-07-24,12.11,7,0
충청,벼,과일,수확,C,예,2022,20.0,2,95570.21,2023-04-07,24.25,12,0
충청,밀,곡물,경작,B,아니오,2019,29.0,1,53728.97,2023-08-25,14.11,13,0
충청,콩,곡물,경작,B,아니오,2022,16.0,3,17865.46,2023-04-09,12.77,14,0
전라,밀,과일,수확,A,예,2018,9.0,1,12592.79,2023-06-30,15.45,15,0
서울경기,밀,곡물,비료,A,예,2019,18.0,1,87375.3,2023-07-19,22.54,3,0
충청,감자,채소,경작,A,아니오,2023,13.0,3,90300.37,2023-04-30,16.7,16,0
서울경기,고구마,채소,경작,B,예,2023,19.0,2,68374.77,2023-02-21,20.77,11,0
강원,콩,채소,비료,A,예,2019,27.0,3,15059.43,2023-07-30,22.16,5,0
강원,콩,곡물,방제,C,예,2019,13.0,1,27778.62,2023-01-04,16.29,11,2
전라,콩,채소,비료,C,아니오,2020,11.0,3,22736.96,2023-03-12,13.38,7,0
서울경기,감자,곡물,경작,A,예,2019,6.0,2,40226.88,2023-10-14,23.97,7,1
서울경기,고구마,채소,비료,A,아니오,2020,23.0,2,19104.62,2023-05-08,13.88,4,0
서울경기,콩,곡물,방제,C,아니오,2019,18.0,1,20810.95,2023-03-08,18.88,14,0
전라,콩,과일,비료,A,아니오,2023,12.0,1,40204.93,2023-07-06,14.65,5,0
강원,콩,곡물,수확,A,예,2020,24.0,3,83545.0,2023-05-14,19.62,13,0
강원,콩,곡물,경작,C,아니오,2024,5.0,2,59222.34,2023-08-02,16.86,12,1
