사고년도,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,시각,사건번호
2016,남,65세,승용차,상해없음,남,65세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2016-04-12_9시,ID_2178
2016,남,22세,승합차,상해없음,여,50세,자전거,경상,차대차 - 추돌 - 진행중,신호위반,맑음,2016-06-21_17시,ID_3364
2018,남,66세,승용차,상해없음,남,56세,자전거,경상,차대차 - 측면충돌,기타,맑음,2018-12-20_7시,ID_4946
2018,남,46세,승용차,상해없음,남,17세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2018-06-17_16시,ID_5486
2016,남,61세,승용차,상해없음,여,42세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2016-08-27_2시,ID_2197
2019,여,56세,자전거,상해없음,여,66세,보행자,경상,차대사람 - 보도통행중,기타,맑음,2019-10-18_8시,ID_6533
2016,남,54세,승용차,상해없음,남,25세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,2016-05-04_20시,ID_2992
2015,남,71세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-10-07_7시,ID_1085
2019,남,59세,이륜차,상해없음,남,65세,자전거,중상,차대차 - 측면충돌,안전거리미확보,맑음,2019-02-15_16시,ID_6219
2016,남,55세,화물차,상해없음,남,72세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2016-08-27_10시,ID_2868
2017,남,18세,이륜차,상해없음,남,12세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-04-07_19시,ID_4784
2016,남,13세,자전거,상해없음,여,59세,보행자,경상,차대사람 - 보도통행중,안전운전불이행,맑음,2016-03-03_17시,ID_3204
2020,여,47세,승용차,상해없음,남,58세,자전거,중상,차대차 - 추돌,안전운전불이행,맑음,2020-02-24_6시,ID_7816
2019,여,58세,자전거,상해없음,여,59세,보행자,경상,차대사람 - 기타,기타,맑음,2019-06-26_16시,ID_6052
2015,남,38세,승용차,상해없음,남,16세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-04-27_11시,ID_379
2016,남,66세,화물차,상해없음,여,58세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-01-04_12시,ID_2926
2015,남,64세,이륜차,상해없음,남,18세,자전거,경상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2015-08-20_8시,ID_409
2020,여,47세,자전거,경상,남,63세,자전거,경상,차대차 - 정면충돌,교차로통행방법위반,맑음,2020-07-01_15시,ID_6977
2020,남,67세,승용차,상해없음,여,30세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-08_17시,ID_6919
2017,남,58세,자전거,기타불명,남,35세,이륜차,경상,차대차 - 기타,중앙선침범,맑음,2017-06-24_13시,ID_3714
2016,남,47세,화물차,상해없음,남,61세,자전거,중상,차대차 - 측면직각충돌,안전거리미확보,맑음,2016-03-28_10시,ID_3127
2019,여,43세,승용차,상해없음,남,78세,자전거,중상,차대차 - 추돌,안전운전불이행,맑음,2019-11-07_9시,ID_6668
2018,여,41세,승용차,상해없음,남,58세,자전거,중상,차대차 - 기타,교차로통행방법위반,맑음,2018-08-30_8시,ID_5220
2015,남,51세,승용차,상해없음,남,49세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-04_20시,ID_1460
2016,남,70세,승용차,상해없음,남,77세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-10-21_9시,ID_2156
2017,남,29세,승용차,상해없음,남,72세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-07-12_19시,ID_4646
2015,남,53세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,안전거리미확보,맑음,2015-05-20_8시,ID_1322
2017,남,43세,화물차,상해없음,남,15세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-11-06_15시,ID_4427
2020,남,23세,원동기장치자전거,상해없음,남,79세,자전거,중상,차대차 - 정면충돌,중앙선침범,맑음,2020-09-22_6시,ID_7391
2017,남,57세,승용차,상해없음,남,43세,자전거,중상,차대차 - 측면충돌,안전거리미확보,맑음,2017-08-30_21시,ID_3592
2015,남,27세,이륜차,상해없음,남,28세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2015-02-25_20시,ID_1471
2018,여,61세,승용차,상해없음,남,40세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-03-11_9시,ID_5128
2016,여,52세,승용차,상해없음,여,47세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-10-21_13시,ID_2518
2019,여,52세,자전거,상해없음,여,72세,보행자,중상,차대사람 - 차도통행중,보행자보호위반,맑음,2019-08-30_15시,ID_6542
2020,여,62세,승용차,상해없음,남,78세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-25_11시,ID_7360
2020,남,52세,승용차,상해없음,남,69세,자전거,중상,차대차 - 측면충돌,안전운전불이행,흐림,2020-09-07_5시,ID_6963
2017,여,60세,승용차,상해없음,여,28세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2017-05-04_22시,ID_3954
2017,남,54세,원동기장치자전거,상해없음,남,23세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2017-07-05_19시,ID_3745
2017,남,66세,승용차,상해없음,남,16세,자전거,중상,차대차 - 기타,기타,맑음,2017-05-05_20시,ID_4781
2015,남,19세,자전거,상해없음,남,13세,보행자,중상,차대사람 - 횡단중,중앙선침범,맑음,2015-05-19_8시,ID_1492
2015,남,17세,자전거,상해없음,여,44세,보행자,중상,차대사람 - 횡단중,보행자보호위반,맑음,2015-07-28_16시,ID_1500
2015,남,53세,승용차,상해없음,여,57세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,2015-09-16_20시,ID_48
2017,남,75세,자전거,상해없음,여,57세,보행자,경상,차대사람 - 길가장자리구역통행중,안전운전불이행,맑음,2017-06-15_14시,ID_3590
2017,남,64세,화물차,상해없음,남,73세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-10-07_11시,ID_4754
2015,여,26세,승용차,상해없음,여,48세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-08-03_19시,ID_1048
2016,남,55세,화물차,상해없음,남,68세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-18_7시,ID_2894
2015,남,55세,승용차,상해없음,남,64세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-04-22_14시,ID_2011
2015,남,18세,자전거,상해없음,남,50세,이륜차,경상,차대차 - 정면충돌,중앙선침범,맑음,2015-05-28_23시,ID_1577
2015,여,36세,승용차,상해없음,여,46세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-03-27_16시,ID_1612
2020,남,15세,자전거,상해없음,남,68세,자전거,중상,차대차 - 추돌,안전운전불이행,맑음,2020-09-20_15시,ID_7048
2020,여,52세,자전거,상해없음,남,22세,이륜차,중상,차대차 - 정면충돌,안전운전불이행,맑음,2020-09-05_13시,ID_7070
2019,여,65세,승용차,상해없음,남,65세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,맑음,2019-09-04_9시,ID_6256
2015,여,44세,승용차,상해없음,남,18세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-03_15시,ID_1565
2019,남,46세,승용차,상해없음,남,47세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-07-30_7시,ID_6169
2016,남,24세,자전거,상해없음,여,53세,보행자,중상,차대사람 - 횡단중,중앙선침범,맑음,2016-03-09_17시,ID_3301
2019,여,59세,자전거,상해없음,남,22세,보행자,경상,차대사람 - 차도통행중,안전운전불이행,맑음,2019-07-01_22시,ID_6549
2019,남,33세,승용차,상해없음,남,72세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-05-28_10시,ID_6288
2018,남,63세,승용차,상해없음,남,65세,자전거,경상,차대차 - 기타,신호위반,맑음,2018-10-24_9시,ID_5171
2019,여,56세,승용차,상해없음,남,51세,자전거,경상,차대차 - 측면충돌,기타,맑음,2019-06-01_9시,ID_6012
2019,남,52세,이륜차,기타불명,여,60세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-05-06_6시,ID_6816
2016,남,45세,승용차,상해없음,남,77세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-03-17_14시,ID_2473
2019,남,45세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-10-28_8시,ID_6565
2020,남,23세,승용차,상해없음,남,63세,자전거,중상,차대차 - 기타,신호위반,맑음,2020-07-28_4시,ID_7417
2020,남,16세,이륜차,상해없음,여,46세,자전거,중상,차대차 - 기타,신호위반,맑음,2020-07-24_21시,ID_7565
2019,남,56세,화물차,상해없음,남,74세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-04-18_10시,ID_6011
2020,남,36세,이륜차,상해없음,남,44세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2020-12-31_18시,ID_7822
2016,남,33세,승용차,상해없음,여,40세,자전거,중상,차대차 - 기타,기타,맑음,2016-07-18_8시,ID_2199
2015,여,32세,자전거,상해없음,남,55세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-05-02_18시,ID_557
2015,여,64세,승용차,상해없음,여,59세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2015-08-04_8시,ID_523
2016,여,46세,승용차,상해없음,남,15세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-18_20시,ID_2795
2020,남,55세,승합차,상해없음,여,60세,자전거,중상,차대차 - 측면충돌,신호위반,비,2020-06-18_13시,ID_7327
2017,남,39세,승용차,상해없음,남,31세,자전거,경상,차대차 - 후진중충돌,안전운전불이행,맑음,2017-07-16_16시,ID_3822
2019,여,51세,자전거,상해없음,남,20세,이륜차,경상,차대차 - 정면충돌,안전운전불이행,맑음,2019-06-08_21시,ID_5802
2017,남,57세,승합차,상해없음,여,57세,자전거,중상,차대차 - 정면충돌,교차로운행방법위반,맑음,2017-04-21_9시,ID_4541
2016,남,24세,자전거,경상,남,25세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-05_21시,ID_2506
2019,여,58세,승용차,상해없음,남,82세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-10-05_12시,ID_6257
2016,남,60세,승용차,상해없음,여,58세,자전거,중상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2016-08-05_7시,ID_2695
2016,남,38세,이륜차,상해없음,여,38세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-03_17시,ID_2523
2019,남,32세,승용차,상해없음,남,59세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-01-06_15시,ID_6398
2018,남,42세,이륜차,상해없음,남,61세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2018-12-17_6시,ID_5737
2019,남,58세,승용차,상해없음,남,75세,자전거,중상,차대차 - 측면충돌,안전운전불이행,비,2019-04-24_8시,ID_6758
2019,남,불명,불명,기타불명,남,66세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-03_20시,ID_6265
2020,남,55세,농기계,상해없음,여,59세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-09-15_12시,ID_7632
2019,여,72세,자전거,상해없음,여,58세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2019-10-10_12시,ID_6351
2015,남,38세,이륜차,상해없음,남,16세,자전거,경상,차대차 - 기타,교차로운행방법위반,맑음,2015-07-11_12시,ID_1013
2015,남,41세,승용차,상해없음,여,46세,자전거,경상,차대차 - 기타,신호위반,맑음,2015-08-09_12시,ID_696
2015,남,42세,승용차,상해없음,남,24세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-03_12시,ID_521
2019,남,40세,승용차,상해없음,여,22세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-06-28_20시,ID_6242
2015,남,67세,자전거,상해없음,여,74세,보행자,경상,차대사람 - 횡단중,보행자보호위반,맑음,2015-07-19_9시,ID_1045
2016,여,28세,승용차,상해없음,남,68세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-12_12시,ID_2250
2017,남,38세,승용차,상해없음,여,56세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-12-12_17시,ID_4787
2015,남,41세,승용차,상해없음,여,23세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-11-15_11시,ID_136
2020,남,24세,자전거,상해없음,남,73세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-05-20_17시,ID_7404
2019,남,69세,승용차,상해없음,남,58세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-09-08_13시,ID_6580
2015,남,57세,승용차,상해없음,여,27세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-06-23_23시,ID_1517
2016,여,45세,승용차,상해없음,여,69세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-28_13시,ID_3383
2016,남,28세,원동기장치자전거,상해없음,남,64세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,비,2016-05-05_18시,ID_3271
2015,남,56세,승용차,상해없음,여,61세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-06-08_10시,ID_735
2019,여,31세,승용차,상해없음,여,47세,자전거,중상,차대차 - 측면충돌,안전운전불이행,흐림,2019-08-24_12시,ID_6540
2015,남,16세,자전거,상해없음,여,52세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-12-25_15시,ID_524
2015,남,52세,자전거,상해없음,남,19세,이륜차,경상,차대차 - 측면직각충돌,불법유턴,맑음,2015-09-10_9시,ID_1792
2018,여,43세,승용차,상해없음,여,67세,자전거,경상,차대차 - 측면충돌,기타,맑음,2018-07-20_7시,ID_5168
2015,여,50세,승용차,상해없음,남,54세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-05-20_15시,ID_1693
2017,남,45세,승용차,상해없음,남,14세,자전거,중상,차대차 - 추돌,신호위반,흐림,2017-08-17_8시,ID_3889
2016,남,43세,승용차,상해없음,남,29세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-06-05_16시,ID_3303
2019,남,49세,자전거,상해없음,남,54세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-04-16_6시,ID_5939
2020,남,23세,승용차,상해없음,남,27세,자전거,경상,차대차 - 기타,신호위반,맑음,2020-04-03_2시,ID_7603
2020,남,50세,화물차,상해없음,여,48세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2020-06-05_8시,ID_7508
2018,남,51세,승용차,상해없음,여,58세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-04-03_15시,ID_5316
2015,남,66세,자전거,상해없음,여,75세,보행자,중상,차대사람 - 차도통행중,안전운전불이행,맑음,2015-08-29_6시,ID_1717
2015,남,12세,자전거,기타불명,남,7세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-08-15_16시,ID_482
2019,남,45세,승용차,상해없음,남,15세,자전거,경상,차대차 - 기타,신호위반,맑음,2019-03-21_8시,ID_5966
2018,남,48세,승용차,상해없음,남,83세,자전거,경상,차대차 - 기타,기타,맑음,2018-01-06_16시,ID_4887
2019,여,49세,승용차,상해없음,남,22세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-07-30_7시,ID_6367
