A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,ID
2.0,6.0,3.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,2.0,1.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,2,5.0,2.0,1.0,ID_134
1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,2,5.0,5.0,1.0,ID_135
1.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,6.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,2,5.0,6.0,2.0,ID_136
1.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,1,6.0,6.0,1.0,ID_137
2.0,5.0,5.0,6.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,6.0,5,4.0,6.0,2.0,ID_138
4.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,4.0,2.0,2.0,1.0,4.0,1,6.0,4.0,2.0,ID_139
2.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,2.0,1.0,2.0,5.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,6.0,2,4.0,6.0,5.0,ID_140
3.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,2,6.0,5.0,3.0,ID_141
1.0,6.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4,5.0,5.0,2.0,ID_142
2.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4,5.0,5.0,1.0,ID_143
2.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,1,6.0,6.0,1.0,ID_144
2.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,2.0,3.0,4.0,5.0,5,4.0,5.0,5.0,ID_145
1.0,6.0,6.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,2,4.0,6.0,2.0,ID_146
2.0,6.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,5,4.0,4.0,2.0,ID_147
1.0,5.0,2.0,3.0,4.0,2.0,5.0,6.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,6,2.0,2.0,6.0,ID_148
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,6,5.0,6.0,4.0,ID_149
2.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1,5.0,5.0,6.0,ID_150
2.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,1,5.0,5.0,2.0,ID_151
1.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,2.0,5.0,1,5.0,6.0,1.0,ID_152
1.0,6.0,6.0,1.0,3.0,6.0,6.0,5.0,1.0,4.0,5.0,6.0,1.0,4.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,1,2.0,5.0,1.0,ID_153
3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,6.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,4,4.0,4.0,5.0,ID_154
4.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,2,5.0,3.0,3.0,ID_155
1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,2,5.0,4.0,5.0,ID_156
2.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,6,6.0,5.0,1.0,ID_157
2.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,6.0,1.0,2.0,2.0,2.0,3.0,5.0,1,6.0,6.0,3.0,ID_158
1.0,2.0,2.0,4.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,1.0,6.0,3.0,4.0,6.0,6.0,4.0,5.0,3.0,4,3.0,6.0,4.0,ID_159
1.0,6.0,5.0,6.0,6.0,4.0,5.0,3.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,6.0,1,5.0,6.0,1.0,ID_160
6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,3.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,1,3.0,6.0,3.0,ID_161
4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,4,4.0,4.0,4.0,ID_162
3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,6.0,3,6.0,5.0,1.0,ID_163
4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,1,6.0,6.0,1.0,ID_164
1.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,5,3.0,5.0,3.0,ID_165
3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,4,4.0,3.0,4.0,ID_166
4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2,5.0,6.0,2.0,ID_167
3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,1,6.0,6.0,1.0,ID_168
1.0,6.0,5.0,6.0,3.0,3.0,5.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,6,1.0,1.0,6.0,ID_169
1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,4,6.0,6.0,1.0,ID_170
2.0,2.0,1.0,6.0,3.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,5.0,6.0,6.0,1.0,3.0,1.0,1.0,1.0,6.0,1,6.0,6.0,2.0,ID_171
2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,6.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,2,3.0,5.0,2.0,ID_172
1.0,6.0,6.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,4.0,6.0,1,5.0,5.0,1.0,ID_173
2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,6.0,2,4.0,5.0,2.0,ID_174
1.0,6.0,4.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,2.0,6.0,5.0,2,6.0,6.0,1.0,ID_175
2.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3,4.0,5.0,3.0,ID_176
5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,4,4.0,4.0,5.0,ID_177
1.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2,3.0,5.0,2.0,ID_178
1.0,6.0,6.0,5.0,3.0,1.0,3.0,2.0,2.0,5.0,6.0,6.0,5.0,1.0,2.0,6.0,4.0,6.0,6.0,3.0,3.0,1,3.0,3.0,4.0,ID_179
2.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,6.0,5.0,6.0,5.0,4.0,1.0,2.0,2.0,4.0,4,5.0,4.0,2.0,ID_180
2.0,4.0,5.0,6.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,1,3.0,5.0,3.0,ID_181
2.0,6.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,6.0,1.0,3.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,3,4.0,5.0,3.0,ID_182
1.0,5.0,6.0,4.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,1,5.0,5.0,1.0,ID_183
2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,5.0,4.0,3,4.0,5.0,5.0,ID_184
1.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,6.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,5,4.0,6.0,1.0,ID_185
3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4,3.0,2.0,3.0,ID_186
2.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,2.0,2.0,1.0,4.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,3,4.0,3.0,2.0,ID_187
1.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,6.0,2,4.0,5.0,3.0,ID_188
2.0,6.0,4.0,6.0,2.0,4.0,5.0,5.0,1.0,1.0,6.0,4.0,5.0,4.0,6.0,1.0,2.0,1.0,5.0,4.0,5.0,2,1.0,5.0,1.0,ID_189
2.0,5.0,5.0,6.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2,3.0,4.0,3.0,ID_190
1.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3,5.0,4.0,3.0,ID_191
2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,1,2.0,5.0,1.0,ID_192
2.0,5.0,5.0,5.0,5.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,1,5.0,6.0,1.0,ID_193
3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,4,2.0,4.0,4.0,ID_194
2.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,1.0,2.0,3.0,5.0,1,5.0,6.0,2.0,ID_195
1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,6.0,6.0,3.0,4.0,3.0,2.0,2.0,6.0,6,5.0,5.0,1.0,ID_196
2.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,4.0,3,5.0,2.0,3.0,ID_197
5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,6.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,6.0,4,4.0,5.0,2.0,ID_198
5.0,3.0,1.0,2.0,3.0,6.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,6.0,2,6.0,5.0,2.0,ID_199
1.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2,5.0,5.0,5.0,ID_200
1.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,1,5.0,5.0,3.0,ID_201
1.0,5.0,6.0,5.0,6.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,4.0,6.0,6.0,3.0,5.0,2.0,2.0,3.0,5.0,1,5.0,6.0,1.0,ID_202
1.0,6.0,6.0,6.0,4.0,1.0,5.0,6.0,3.0,2.0,4.0,2.0,6.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5,5.0,6.0,1.0,ID_203
3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,4.0,4.0,3.0,ID_204
1.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,3,4.0,5.0,2.0,ID_205
2.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,1.0,6.0,1,5.0,6.0,2.0,ID_206
5.0,4.0,5.0,6.0,4.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,2.0,1.0,3.0,2.0,5.0,6,4.0,6.0,3.0,ID_207
2.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,4,4.0,6.0,3.0,ID_208
5.0,4.0,5.0,6.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,2.0,3.0,1.0,6.0,2,6.0,3.0,2.0,ID_209
3.0,5.0,2.0,4.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,2,5.0,5.0,2.0,ID_210
3.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,2.0,3.0,5.0,2,4.0,6.0,1.0,ID_211
2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5,4.0,3.0,4.0,ID_212
1.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3,5.0,5.0,3.0,ID_213
3.0,4.0,4.0,6.0,3.0,5.0,5.0,5.0,2.0,4.0,6.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,6.0,2,3.0,5.0,2.0,ID_214
3.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,2.0,1.0,3.0,1.0,4.0,6.0,5.0,3.0,5.0,3.0,3.0,1.0,4.0,1,4.0,4.0,3.0,ID_215
4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,4,4.0,4.0,1.0,ID_216
1.0,6.0,4.0,6.0,6.0,5.0,4.0,5.0,1.0,2.0,5.0,1.0,5.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,2,5.0,5.0,3.0,ID_217
4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,2.0,6.0,1,4.0,6.0,1.0,ID_218
3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,4,4.0,5.0,5.0,ID_219
5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,5.0,2.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,5.0,6,2.0,6.0,4.0,ID_220
3.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3,2.0,4.0,5.0,ID_221
3.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,3.0,4.0,2.0,2.0,1.0,5.0,1,3.0,5.0,3.0,ID_222
3.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,4,4.0,5.0,3.0,ID_223
4.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,6.0,2.0,5.0,2,4.0,4.0,2.0,ID_224
6.0,1.0,1.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1,6.0,1.0,1.0,ID_225
3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,2,4.0,2.0,1.0,ID_226
5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,6.0,5.0,1.0,1.0,2.0,5.0,1.0,6.0,5,4.0,4.0,4.0,ID_227
3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,4,4.0,4.0,3.0,ID_228
5.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,1.0,2.0,1.0,3.0,5.0,6.0,5.0,1.0,4.0,1.0,3.0,2.0,4.0,5,4.0,6.0,2.0,ID_229
1.0,6.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,3,5.0,6.0,2.0,ID_230
1.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,1.0,5.0,1.0,1.0,6.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,6.0,6,4.0,6.0,1.0,ID_231
4.0,4.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,4,4.0,4.0,4.0,ID_232
5.0,5.0,5.0,1.0,5.0,6.0,5.0,2.0,6.0,6.0,4.0,4.0,6.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,6.0,6,6.0,6.0,4.0,ID_233
3.0,4.0,4.0,3.0,2.0,6.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,6.0,1.0,6.0,1,6.0,6.0,1.0,ID_234
6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,5.0,1.0,2,6.0,6.0,6.0,ID_235
2.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,6.0,5.0,4.0,2.0,2.0,1.0,6.0,1,5.0,6.0,2.0,ID_236
4.0,1.0,4.0,6.0,6.0,6.0,4.0,4.0,2.0,6.0,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3,4.0,2.0,5.0,ID_237
3.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,1.0,3.0,3.0,4.0,6.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,5,3.0,4.0,3.0,ID_238
2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,4.0,4,4.0,2.0,2.0,ID_239
1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2,5.0,4.0,2.0,ID_240
1.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,4.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,2.0,6.0,4.0,2,5.0,5.0,3.0,ID_241
4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,3.0,6.0,2,3.0,6.0,6.0,ID_242
3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6,3.0,4.0,2.0,ID_243
1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,3.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,3.0,3.0,6.0,1,6.0,5.0,3.0,ID_244
1.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,4.0,1.0,6.0,6.0,5.0,5.0,1.0,5.0,5.0,2.0,6.0,5,5.0,5.0,2.0,ID_245
2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,4.0,6.0,3,5.0,4.0,1.0,ID_246
3.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,3.0,1.0,2.0,1.0,5.0,2.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,5,5.0,6.0,4.0,ID_247
1.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,1,6.0,4.0,2.0,ID_248
1.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2,2.0,5.0,4.0,ID_249
4.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1,6.0,6.0,1.0,ID_250
2.0,6.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,5.0,6.0,4.0,4.0,2.0,4,3.0,6.0,3.0,ID_251
3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3,5.0,5.0,3.0,ID_252
2.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,1,5.0,4.0,2.0,ID_253
2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,6.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,4.0,6,3.0,4.0,4.0,ID_254
2.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4,4.0,4.0,2.0,ID_255
3.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,6.0,6.0,6.0,4.0,5.0,3.0,4,5.0,4.0,4.0,ID_256
1.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,3.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3,4.0,4.0,2.0,ID_257
2.0,5.0,6.0,5.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,2,6.0,6.0,2.0,ID_258
2.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,2,5.0,5.0,4.0,ID_259
1.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,4.0,2.0,2.0,6.0,1,6.0,6.0,1.0,ID_260
1.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,2.0,2.0,2.0,4.0,4.0,6.0,3.0,5.0,6.0,3.0,2.0,4.0,3.0,5,3.0,3.0,1.0,ID_261
1.0,5.0,5.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,4,3.0,5.0,4.0,ID_262
2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5.0,2.0,2.0,ID_263
3.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,6.0,2,5.0,4.0,3.0,ID_264
1.0,5.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,5.0,1.0,1.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,2,6.0,5.0,1.0,ID_265
5.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,4.0,6.0,6.0,4.0,5.0,1.0,2.0,3.0,6.0,6,5.0,6.0,2.0,ID_266
1.0,6.0,6.0,1.0,5.0,5.0,6.0,6.0,5.0,6.0,1.0,3.0,6.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,5.0,3,4.0,5.0,5.0,ID_267
3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,6.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,2,5.0,5.0,3.0,ID_268
