ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6323,C,Ship,3,3,176.0,3,low,F,1,5168,0
9708,F,Road,5,2,249.0,6,low,M,8,1170,1
8686,B,Ship,2,4,102.0,4,medium,F,6,5421,0
3457,D,Ship,6,4,243.0,6,low,M,8,5218,0
2497,D,Ship,4,3,261.0,3,low,M,42,2664,1
10270,B,Road,4,1,194.0,2,medium,F,3,5503,0
543,A,Road,4,5,218.0,3,low,F,40,3200,1
10758,F,Ship,5,4,274.0,5,low,M,6,1969,0
3201,A,Ship,4,3,296.0,3,low,M,4,1991,0
10807,D,Road,5,3,242.0,5,low,M,3,1276,1
436,B,Ship,3,1,112.0,2,high,M,22,1846,1
1531,D,Ship,5,2,241.0,3,low,M,39,3743,1
10150,B,Flight,5,1,243.0,5,medium,M,8,1732,0
4497,A,Road,4,2,223.0,4,low,M,2,5709,0
10458,F,Ship,4,3,242.0,6,low,M,5,1411,0
7307,C,Ship,3,2,181.0,3,low,M,4,5966,1
4149,A,Ship,2,3,141.0,4,medium,M,8,4702,0
5615,C,Flight,3,2,257.0,5,low,M,5,4130,1
783,A,Ship,4,5,215.0,2,medium,F,34,2258,1
2226,F,Ship,3,1,147.0,2,medium,M,52,1934,1
994,B,Ship,4,3,210.0,3,medium,F,6,2568,1
9357,A,Ship,6,4,287.0,4,medium,M,7,1141,1
2734,B,Road,4,5,254.0,3,low,M,29,3885,1
6663,A,Ship,4,1,200.0,4,medium,M,3,5837,0
8312,F,Ship,4,1,237.0,5,low,F,5,1041,0
6447,A,Flight,3,1,154.0,2,low,F,10,5594,1
7572,F,Ship,4,1,191.0,3,low,M,2,5189,0
10884,F,Ship,3,4,181.0,4,medium,F,3,5163,1
9061,D,Ship,3,2,160.0,3,low,F,7,4468,0
3510,F,Ship,2,3,192.0,3,medium,F,8,5787,1
6560,F,Road,$7,1,250.0,4,low,M,9,1890,1
7216,B,Ship,6,2,254.0,5,low,M,7,1638,1
2212,B,Ship,4,2,204.0,3,medium,M,14,3829,1
1588,B,Ship,2,4,162.0,3,low,F,34,1558,1
7839,A,Ship,3,4,197.0,6,medium,M,3,4890,1
3241,D,Ship,2,5,117.0,3,high,F,2,4268,1
2887,D,Flight,3,1,231.0,4,medium,F,60,3755,1
1194,F,Ship,3,4,266.0,2,high,M,49,2643,1
9810,F,Ship,2,4,246.0,2,low,M,10,5337,1
2992,B,Road,5,3,239.0,5,medium,F,19,2988,1
466,B,Ship,3,2,294.0,4,low,F,15,1318,1
6733,D,Ship,4,5,162.0,3,medium,F,10,4850,1
4549,D,Ship,6,5,290.0,4,medium,F,3,1463,1
4312,B,Ship,5,4,165.0,4,medium,M,7,5091,1
2047,D,Road,5,2,262.0,6,medium,M,10,3164,1
10248,F,Ship,4,3,195.0,3,medium,M,5,5863,0
2095,D,Ship,3,5,272.0,10,medium,M,59,2182,1
10475,C,Ship,3,4,236.0,4,medium,M,2,1016,0
10986,F,Ship,5,1,229.0,5,low,F,10,1040,1
2795,C,Ship,2,1,159.0,2,low,F,44,1213,1
10221,A,Ship,4,3,245.0,5,low,M,7,1182,0
5875,D,Road,4,2,202.0,3,low,M,8,4575,1
58,B,Ship,3,3,193.0,3,medium,F,29,3453,1
6666,F,Ship,4,5,157.0,3,medium,M,2,5791,1
2373,A,Ship,2,3,129.0,3,low,M,50,1111,1
6669,A,Ship,4,4,236.0,2,medium,F,6,5101,1
9982,B,Road,4,2,219.0,4,low,M,8,5660,0
8300,F,Ship,5,1,103.0,5,low,M,3,4966,0
5054,F,Road,4,4,145.0,3,medium,F,3,5424,1
5123,C,Ship,4,5,176.0,4,medium,M,6,5061,0
4547,C,Ship,$7,1,291.0,4,low,F,9,1880,1
3916,B,Ship,3,4,250.0,3,low,M,10,5688,0
9646,B,Ship,5,4,176.0,6,medium,M,9,4605,0
3302,F,Flight,4,5,205.0,3,medium,M,5,4949,1
2585,C,Road,2,2,285.0,2,medium,F,16,2223,1
2724,F,Road,4,2,204.0,4,low,F,35,2725,1
5477,C,Flight,4,5,263.0,4,medium,F,7,4243,1
4902,F,Ship,4,3,164.0,2,low,M,3,5735,0
2856,F,Road,4,1,182.0,6,low,M,41,2047,1
1561,D,Ship,3,3,237.0,3,medium,M,57,3761,1
614,F,Ship,4,5,247.0,2,medium,F,18,2404,1
341,C,Ship,2,5,255.0,5,medium,F,53,3775,1
4809,A,Flight,2,4,151.0,4,low,F,6,1803,0
9877,D,Flight,6,1,173.0,3,medium,F,2,4892,0
5117,C,Ship,4,1,258.0,4,low,M,5,5664,0
2100,F,Ship,3,2,176.0,3,low,F,29,1953,1
6502,B,Ship,5,2,231.0,5,low,F,4,1913,1
7173,A,Ship,5,3,245.0,5,low,F,3,1409,0
2308,B,Road,4,1,264.0,3,low,M,13,3015,1
571,D,Ship,2,2,236.0,3,medium,M,3,3416,1
9290,F,Road,5,4,274.0,3,medium,F,1,4030,0
4502,F,Road,4,2,173.0,2,medium,M,2,5327,0
2452,B,Road,4,3,272.0,4,low,M,61,2857,1
923,C,Ship,4,1,208.0,7,high,M,8,2193,1
10804,B,Road,5,2,250.0,5,low,F,9,1897,0
9259,D,Ship,5,1,176.0,4,low,F,1,4270,1
8486,F,Road,5,1,145.0,3,low,F,5,5019,0
8084,F,Flight,4,4,175.0,3,low,F,6,4600,1
7013,C,Ship,4,3,197.0,3,low,M,2,4410,0
10932,F,Ship,4,3,253.0,5,low,M,6,1366,1
5017,D,Ship,2,3,198.0,2,medium,F,6,1730,1
8462,F,Ship,3,2,243.0,4,medium,M,5,4670,1
5,C,Flight,2,2,184.0,3,medium,F,46,2484,1
3867,A,Ship,2,2,157.0,2,medium,M,9,5875,0
2535,A,Ship,4,3,261.0,3,low,F,6,2787,1
963,A,Flight,3,2,180.0,4,medium,M,52,1329,1
179,C,Ship,3,3,192.0,3,medium,F,2,3995,1
7362,F,Ship,4,3,157.0,3,medium,M,9,4990,0
9022,B,Road,3,4,228.0,4,medium,M,6,4947,0
5077,D,Flight,3,5,217.0,3,low,M,9,4306,0
4076,F,Ship,2,3,228.0,3,high,M,5,4663,0
7590,F,Ship,4,4,172.0,4,medium,M,7,4834,0
3303,A,Flight,3,4,170.0,2,low,F,2,5664,0
9389,C,Ship,6,3,141.0,3,low,M,7,5222,1
7789,D,Road,6,1,188.0,5,low,M,4,4887,0
10936,B,Road,4,2,229.0,6,medium,F,5,1689,0
6712,B,Flight,4,4,184.0,3,low,M,8,4453,1
1306,B,Ship,6,1,193.0,4,medium,M,8,2952,1
4418,F,Ship,3,2,207.0,2,low,M,9,4671,0
9176,F,Flight,5,3,224.0,5,medium,M,9,1643,1
233,C,Ship,5,5,134.0,2,medium,M,53,1088,1
919,D,Ship,3,4,188.0,3,high,M,11,3072,1
1171,D,Ship,5,1,198.0,5,medium,F,49,3187,1
4920,F,Road,2,1,228.0,2,medium,M,10,4854,1
9644,F,Ship,5,3,170.0,3,medium,M,6,5226,0
8996,F,Ship,5,3,232.0,3,medium,M,3,4526,0
3193,D,Ship,4,5,273.0,3,medium,M,2,4374,0
5284,B,Ship,6,4,292.0,4,medium,F,7,1094,1
9036,F,Road,5,5,210.0,3,medium,M,8,5906,1
174,F,Ship,3,2,270.0,3,low,F,63,2751,1
7860,F,Ship,5,2,189.0,2,medium,M,2,4636,1
4343,C,Ship,5,1,239.0,2,low,M,5,5759,1
5276,F,Ship,6,2,281.0,2,medium,F,9,1715,1
6882,F,Ship,5,2,262.0,6,medium,F,4,1532,1
2884,B,Flight,3,1,248.0,3,low,M,9,2616,1
371,C,Ship,4,3,169.0,2,low,M,2,1399,1
6777,A,Ship,4,5,257.0,2,medium,M,5,4127,0
88,B,Ship,6,2,278.0,3,medium,F,3,2974,1
10081,D,Ship,4,4,222.0,4,medium,M,6,4733,0
5299,D,Ship,5,4,187.0,3,low,F,1,4181,0
7705,D,Ship,4,1,263.0,5,low,M,1,1605,1
5896,B,Flight,4,5,257.0,3,medium,M,5,4180,0
10472,F,Ship,4,3,233.0,5,low,M,4,1668,0
5890,B,Flight,5,5,148.0,2,medium,M,4,4812,0
10772,F,Ship,4,1,250.0,6,medium,F,7,1292,0
720,F,Ship,4,3,273.0,2,high,M,43,3462,1
1724,F,Ship,5,3,133.0,4,medium,F,29,1094,1
10013,C,Flight,3,1,263.0,3,medium,M,4,4616,0
1213,D,Road,2,4,187.0,3,low,M,50,3878,1
7891,D,Ship,3,2,262.0,2,low,M,7,5141,1
3236,F,Ship,5,4,182.0,2,medium,M,2,4554,1
8648,F,Flight,6,1,285.0,4,low,F,3,1448,1
2334,F,Flight,5,2,128.0,5,medium,F,45,1707,1
9824,F,Ship,5,5,239.0,3,low,M,5,4122,0
2591,C,Road,4,2,161.0,3,medium,F,10,1928,1
1907,C,Road,4,1,148.0,3,high,F,23,1814,1
2622,F,Ship,3,1,254.0,2,low,M,56,3463,1
8687,C,Ship,3,2,150.0,2,medium,M,5,5264,0
1910,F,Road,4,4,224.0,3,low,M,29,3623,1
418,B,Flight,5,5,133.0,3,low,M,63,1218,1
7044,F,Ship,4,5,135.0,3,low,F,3,4760,0
7589,C,Ship,3,1,220.0,4,medium,M,7,5894,1
7608,F,Ship,3,3,201.0,2,low,F,2,5361,0
5084,F,Flight,3,4,157.0,3,medium,F,6,5611,0
470,F,Ship,3,5,183.0,3,low,F,2,3459,1
9403,D,Ship,6,3,257.0,4,low,F,2,1694,0
1584,F,Ship,5,5,214.0,3,low,F,31,2033,1
7746,F,Ship,6,4,264.0,4,low,M,1,1711,1
10755,A,Ship,5,5,227.0,5,medium,M,5,1186,0
6111,A,Ship,4,2,264.0,3,low,M,10,5137,1
8672,F,Ship,5,1,259.0,3,low,M,1,5725,0
4540,B,Ship,2,4,255.0,7,low,M,10,5875,0
10261,D,Road,5,4,200.0,3,medium,M,3,4225,0
1750,B,Ship,3,1,174.0,4,low,M,18,1072,1
4040,F,Ship,4,3,129.0,6,medium,F,5,5626,0
6589,D,Flight,6,1,273.0,4,medium,F,6,1524,0
4856,F,Ship,3,1,170.0,2,low,M,9,4112,0
5272,B,Ship,$7,4,243.0,4,medium,F,6,1362,1
3200,F,Ship,4,4,301.0,5,low,M,6,1931,0
2003,C,Ship,3,1,269.0,2,low,F,35,3524,1
5274,F,Ship,6,2,247.0,4,medium,M,1,1668,0
5752,B,Flight,4,1,212.0,2,medium,F,7,5864,0
5498,F,Ship,4,4,146.0,3,low,M,10,4472,1
10797,A,Road,3,5,156.0,4,low,F,6,1015,0
6145,D,Road,5,5,161.0,3,low,F,1,4470,1
5534,F,Ship,6,3,269.0,4,medium,F,6,1822,1
3619,D,Ship,4,5,237.0,2,medium,F,6,5954,0
10200,F,Ship,4,3,248.0,5,low,F,7,1789,1
8356,B,Flight,4,2,255.0,5,medium,M,2,1255,0
8731,D,Ship,4,3,175.0,2,medium,M,3,4961,1
8975,C,Ship,5,2,203.0,2,medium,F,2,4712,1
5954,F,Ship,5,1,233.0,7,medium,F,5,5759,1
2904,F,Ship,6,4,192.0,3,high,F,19,2944,1
1841,C,Ship,2,3,274.0,3,high,F,24,3829,1
365,C,Ship,6,2,146.0,3,low,F,62,1936,1
3222,F,Ship,3,4,155.0,2,low,M,3,5481,1
4039,D,Ship,2,4,271.0,8,medium,F,10,4183,0
3098,F,Ship,4,4,168.0,3,medium,M,53,1782,1
10501,D,Ship,4,1,247.0,3,low,M,5,5636,1
8180,F,Ship,4,3,225.0,2,low,M,2,4520,1
1964,F,Ship,3,3,181.0,2,high,M,65,3234,1
9020,F,Road,4,1,241.0,3,low,M,6,5836,0
6219,A,Ship,6,4,306.0,4,low,F,8,1691,1
7639,D,Ship,5,2,123.0,5,low,F,4,5284,0
1577,C,Ship,5,1,261.0,3,low,M,25,3494,1
7404,F,Flight,4,3,226.0,6,medium,M,10,1174,0
759,A,Ship,2,5,192.0,6,low,F,41,2673,1
4832,F,Ship,3,1,228.0,2,low,F,5,4456,1
5021,C,Ship,6,3,292.0,4,low,M,8,1925,0
2416,B,Ship,5,2,207.0,2,low,F,35,2184,1
10215,A,Ship,4,2,270.0,5,low,F,10,1340,0
7603,D,Ship,4,3,147.0,3,medium,M,1,5454,0
8245,D,Ship,4,1,144.0,4,low,F,10,4175,0
5418,F,Ship,4,2,150.0,3,low,M,6,5787,1
5946,F,Ship,3,5,164.0,3,high,M,10,4639,1
10576,B,Ship,4,3,184.0,3,low,F,5,4712,1
6626,F,Ship,4,1,164.0,3,low,M,4,5910,0
6537,A,Ship,5,2,232.0,3,low,F,1,1187,1
5885,C,Road,3,3,169.0,3,low,M,10,5147,0
9199,D,Ship,4,4,267.0,4,low,F,8,5219,1
7198,B,Ship,4,3,150.0,4,low,F,4,1021,0
6633,A,Ship,5,4,242.0,3,high,F,4,4805,0
7520,F,Road,4,4,155.0,3,low,F,2,4094,1
3998,F,Ship,3,4,173.0,2,low,M,5,4402,0
563,C,Flight,3,2,137.0,2,medium,M,17,1673,1
6059,C,Ship,3,4,163.0,3,low,M,7,5913,0
5982,F,Ship,4,2,170.0,6,medium,M,10,4891,0
9838,B,Road,5,5,268.0,4,low,F,9,4208,0
9675,A,Ship,6,5,268.0,4,medium,M,2,1462,0
9206,F,Ship,4,4,144.0,3,low,M,6,4137,1
332,F,Ship,4,3,140.0,3,high,F,46,1072,1
6584,F,Flight,5,2,244.0,6,low,F,7,1315,0
6853,D,Flight,3,4,153.0,10,medium,F,4,5456,1
7919,C,Ship,5,1,182.0,2,low,M,6,4121,1
9,A,Flight,3,4,150.0,3,low,F,11,1861,1
8488,B,Road,3,1,207.0,3,low,F,5,4643,1
542,F,Road,4,3,142.0,3,low,F,35,1512,1
9784,B,Ship,4,3,99.0,6,medium,M,9,5903,0
9761,C,Ship,3,2,268.0,4,low,M,6,4415,0
9364,B,Ship,4,1,232.0,5,medium,F,7,1899,1
7758,F,Ship,4,3,254.0,5,low,F,3,1248,0
10850,F,Ship,3,4,168.0,3,medium,F,3,5303,1
1689,A,Ship,5,4,221.0,2,low,F,59,3444,1
4840,B,Ship,4,3,155.0,3,low,F,1,4360,1
796,B,Road,4,1,158.0,3,low,F,32,1061,1
2785,D,Ship,3,1,231.0,2,low,M,24,3811,1
5390,F,Ship,5,4,139.0,3,medium,F,6,5721,0
4268,F,Ship,4,1,169.0,4,low,F,10,4245,0
2283,A,Ship,4,1,184.0,3,high,F,47,3081,1
228,F,Ship,4,2,157.0,3,low,F,48,1393,1
6783,A,Ship,5,2,168.0,2,low,M,6,5464,1
9727,D,Flight,6,4,171.0,5,medium,M,9,4376,1
9575,C,Road,6,2,191.0,6,medium,M,7,5333,1
8025,A,Ship,$7,3,296.0,4,medium,M,8,1826,1
3598,B,Ship,3,5,118.0,4,low,F,10,5699,1
6031,D,Flight,6,2,268.0,4,low,M,7,1943,0
8900,F,Road,5,1,236.0,5,medium,M,10,1961,0
3711,A,Flight,2,3,237.0,3,medium,M,2,5331,0
2433,A,Ship,4,4,189.0,4,high,F,56,2646,1
3894,F,Ship,2,4,169.0,4,low,F,3,4968,1
5130,F,Ship,2,1,108.0,3,low,M,4,5924,1
7217,C,Ship,5,2,246.0,5,medium,F,9,1876,0
10979,C,Ship,4,1,253.0,5,low,F,2,1362,0
5177,C,Ship,5,4,241.0,4,high,M,6,4412,1
3584,F,Ship,4,5,173.0,3,low,F,7,4410,0
9277,D,Ship,3,3,262.0,4,low,M,5,4782,0
3242,F,Ship,3,4,170.0,3,low,M,5,4716,1
3035,C,Ship,5,4,151.0,4,medium,M,10,1441,1
5562,F,Ship,5,5,128.0,3,low,M,9,5143,1
9736,B,Flight,5,2,261.0,3,high,M,3,5303,1
271,D,Flight,3,2,209.0,5,medium,F,12,3054,1
10156,B,Ship,4,4,170.0,3,medium,M,4,4062,0
2852,F,Road,4,1,207.0,2,low,M,2,3242,1
9550,B,Ship,5,3,117.0,4,low,F,3,5078,0
10640,F,Ship,3,3,176.0,8,medium,F,1,4895,1
10157,C,Ship,4,4,243.0,3,high,F,4,5082,1
8257,D,Ship,5,3,252.0,5,low,M,2,1312,1
7353,A,Ship,5,1,163.0,3,medium,F,1,5194,0
5816,F,Ship,5,3,218.0,3,medium,F,4,4198,1
5996,F,Ship,6,1,250.0,4,low,M,4,1018,0
10035,A,Ship,4,4,102.0,3,high,F,9,5644,1
10216,B,Ship,4,5,242.0,6,low,F,9,1858,0
10057,D,Ship,4,5,160.0,3,low,F,9,5799,1
9265,D,Ship,4,3,255.0,4,medium,F,10,4740,0
6858,F,Flight,3,5,242.0,2,low,M,1,5803,1
4023,A,Ship,5,5,194.0,4,medium,F,4,4003,0
539,C,Road,3,3,207.0,6,high,F,24,3702,1
7645,D,Ship,3,4,159.0,2,medium,F,6,4990,1
6719,C,Flight,4,2,142.0,3,medium,F,6,4918,0
8690,F,Ship,4,4,151.0,3,medium,F,5,4732,0
3209,C,Ship,5,1,149.0,2,low,M,9,5435,0
8476,B,Road,4,3,232.0,2,low,M,1,5398,0
7491,A,Ship,6,4,269.0,4,medium,F,1,1872,0
8166,F,Ship,3,4,285.0,3,low,M,9,4768,1
8003,C,Ship,5,4,229.0,6,low,F,9,1733,0
9805,D,Ship,3,2,255.0,4,low,F,8,5511,0
3124,B,Ship,4,4,222.0,3,low,F,24,3503,1
7266,F,Flight,4,4,264.0,3,medium,F,9,5555,1
6097,D,Ship,4,2,156.0,2,medium,M,5,4467,1
9931,D,Ship,5,3,243.0,6,medium,M,10,1729,1
10467,A,Ship,5,5,262.0,6,low,M,10,1816,1
8250,F,Ship,5,1,103.0,5,low,F,10,5413,1
534,F,Road,3,1,141.0,3,medium,F,39,1838,1
1774,B,Road,3,1,229.0,3,medium,M,2,3963,1
685,D,Flight,5,5,236.0,3,high,M,34,3455,1
6588,F,Flight,6,1,254.0,4,medium,F,3,1488,1
2773,D,Ship,2,3,159.0,3,medium,F,39,1477,1
4045,D,Ship,2,1,228.0,3,high,F,1,5500,1
7649,C,Road,4,4,262.0,2,medium,M,1,4357,0
1242,F,Flight,4,5,227.0,4,low,F,20,2217,1
10551,A,Flight,6,3,165.0,4,low,F,10,5965,0
631,D,Ship,3,1,155.0,3,medium,F,27,1022,1
1370,F,Flight,3,2,152.0,6,low,F,7,1674,1
498,F,Ship,4,4,199.0,2,low,M,9,3075,1
6842,F,Road,3,4,207.0,2,low,M,6,5852,1
7813,D,Flight,3,2,138.0,2,medium,M,8,5714,0
9976,B,Road,4,2,238.0,5,medium,M,9,4618,0
3371,C,Ship,4,5,151.0,4,medium,M,3,5470,0
6901,D,Ship,5,5,260.0,5,low,F,6,1860,0
937,D,Road,3,2,250.0,3,low,F,49,3798,1
1089,A,Road,5,2,196.0,3,medium,M,44,2085,1
2305,D,Road,5,2,157.0,2,low,M,58,1654,1
4426,B,Ship,5,5,188.0,3,low,F,7,4485,1
1457,C,Ship,3,5,156.0,3,medium,M,44,1424,1
2908,B,Ship,3,2,138.0,2,medium,F,46,1436,1
10365,A,Ship,4,4,246.0,3,medium,F,2,4150,0
912,F,Ship,2,5,163.0,3,medium,F,37,1079,1
1641,A,Flight,3,2,227.0,3,medium,M,21,2351,1
4792,B,Flight,5,5,232.0,3,low,F,3,5718,1
4972,B,Ship,2,5,259.0,3,low,M,3,4770,1
2438,F,Ship,4,5,206.0,3,low,F,65,2598,1
5122,B,Ship,3,1,206.0,3,medium,M,5,5676,1
3609,A,Ship,3,5,257.0,3,low,M,5,5657,0
5179,D,Ship,3,5,254.0,3,medium,M,3,4072,0
5531,C,Ship,5,3,264.0,5,medium,F,5,1399,0
886,B,Ship,3,2,252.0,4,low,M,29,2353,1
5865,A,Road,4,3,134.0,2,low,F,2,4522,0
4027,D,Ship,2,1,166.0,3,medium,F,8,4255,1
4450,B,Ship,4,3,198.0,3,medium,F,1,5846,1
3431,C,Flight,3,1,200.0,2,medium,M,10,5178,1
2847,A,Ship,2,1,257.0,2,low,F,24,2130,1
10731,A,Ship,4,1,253.0,5,low,F,1,1235,0
8918,F,Flight,5,5,269.0,5,low,M,5,1742,0
7517,C,Road,5,4,228.0,5,low,M,5,1844,0
2138,F,Ship,5,3,239.0,4,low,M,3,3734,1
3841,D,Flight,4,2,153.0,2,medium,F,4,4069,1
10009,D,Flight,4,3,136.0,3,medium,F,4,5769,1
2030,F,Road,3,3,176.0,2,low,F,58,1730,1
8936,F,Ship,6,4,279.0,4,low,F,5,1241,0
2176,B,Road,3,5,230.0,3,low,F,49,3477,1
5437,D,Ship,4,5,253.0,2,low,M,8,5652,0
3,A,Flight,2,2,183.0,4,low,M,48,3374,1
10761,A,Ship,4,5,218.0,5,low,M,8,1574,1
4591,D,Ship,5,3,210.0,3,high,F,4,4819,0
5090,F,Ship,2,4,272.0,2,medium,M,4,4632,0
7594,B,Ship,5,3,150.0,4,medium,F,1,5211,0
639,A,Ship,6,2,269.0,4,medium,M,38,3171,1
4634,F,Road,4,3,134.0,4,low,M,3,5233,0
6594,F,Ship,5,4,281.0,4,medium,M,8,1220,0
5906,F,Flight,4,5,143.0,2,low,M,1,5836,0
9136,B,Ship,6,5,253.0,4,medium,M,8,1899,1
10805,C,Road,4,3,268.0,5,medium,M,7,1932,1
6795,A,Ship,4,3,134.0,10,medium,M,8,4337,0
7760,F,Ship,$7,5,253.0,4,low,M,10,1166,1
1521,A,Flight,3,3,205.0,2,medium,F,2,2910,1
2423,C,Ship,3,2,154.0,2,high,F,4,1009,1
9007,D,Ship,6,3,166.0,4,low,M,10,5783,1
2415,A,Ship,6,3,175.0,5,medium,F,64,1860,1
5194,B,Road,4,4,268.0,6,medium,F,3,4834,0
7600,B,Ship,5,3,245.0,4,low,M,1,5743,0
2662,B,Ship,4,1,201.0,4,medium,M,59,2925,1
970,B,Flight,2,1,121.0,2,medium,F,18,1839,1
4661,C,Flight,4,4,239.0,2,medium,M,4,4304,1
10318,B,Ship,2,2,161.0,3,low,F,5,5999,1
6830,F,Road,5,4,267.0,5,low,M,9,1017,0
6196,B,Ship,4,3,210.0,3,low,M,9,5556,0
3547,D,Road,4,2,152.0,3,medium,M,6,5764,1
4214,F,Ship,4,4,199.0,3,low,M,10,5002,1
9567,A,Road,4,1,224.0,2,medium,M,2,4581,1
4046,F,Ship,5,1,248.0,8,low,F,2,4023,1
6961,D,Road,3,1,178.0,4,medium,M,9,4298,0
4686,F,Ship,4,3,195.0,2,low,M,8,4576,0
4457,C,Ship,4,2,216.0,4,medium,M,3,4887,1
4612,B,Ship,3,4,219.0,2,medium,M,7,4883,1
4647,A,Road,3,1,204.0,3,high,F,9,5093,0
10886,F,Ship,4,4,177.0,5,medium,M,7,4070,1
7499,C,Ship,5,5,249.0,5,medium,M,5,1662,1
7344,F,Ship,3,2,151.0,2,medium,M,1,5179,0
10227,A,Ship,6,1,265.0,4,low,F,1,1345,1
2688,F,Ship,3,4,208.0,3,medium,F,23,2100,1
8804,F,Ship,3,5,195.0,2,medium,F,9,5832,0
2248,B,Ship,3,2,206.0,2,low,M,3,2261,1
5450,F,Ship,5,3,169.0,4,low,F,4,5683,0
1156,B,Ship,4,3,173.0,2,low,F,10,1179,1
7655,C,Road,3,4,199.0,3,medium,M,1,4490,1
7487,C,Ship,4,2,206.0,4,medium,F,5,1679,0
7043,C,Ship,6,4,272.0,4,low,F,4,4098,0
9753,A,Ship,2,3,258.0,2,low,M,4,5052,1
5297,C,Ship,3,1,137.0,5,low,F,8,4980,1
8876,F,Ship,5,4,225.0,5,low,F,6,2000,0
4349,C,Ship,3,2,139.0,5,low,M,8,4595,0
9882,F,Ship,5,4,267.0,5,low,M,9,1113,0
10840,B,Flight,4,3,148.0,3,medium,M,8,4240,1
5666,F,Ship,3,4,186.0,3,medium,F,4,5501,1
5838,F,Ship,2,4,233.0,2,medium,F,6,4758,0
9084,F,Ship,4,5,233.0,3,medium,F,7,5604,1
10527,A,Road,4,1,204.0,6,low,M,1,4943,0
8030,F,Ship,$7,1,247.0,4,medium,M,6,1297,1
975,A,Flight,5,3,96.0,4,medium,F,12,1655,1
9511,D,Ship,4,1,183.0,3,low,M,3,5178,1
10256,F,Road,4,3,173.0,3,low,M,4,4793,1
1223,C,Road,4,3,217.0,2,medium,M,22,2138,1
1846,B,Ship,4,4,201.0,10,medium,M,17,2059,1
9448,B,Road,5,5,227.0,5,medium,F,2,1436,1
7109,C,Road,6,2,279.0,4,low,F,5,1836,0
4576,B,Ship,4,1,166.0,5,low,F,1,5463,1
8741,C,Ship,3,5,168.0,3,low,M,8,5877,0
7621,D,Ship,2,3,206.0,4,medium,F,2,5443,0
5509,D,Ship,6,5,264.0,4,low,F,4,1822,1
6970,B,Road,4,4,192.0,4,low,F,2,5856,1
4937,C,Flight,5,2,198.0,3,low,F,7,5768,1
4708,B,Ship,3,1,146.0,4,low,F,10,4583,0
4435,D,Ship,3,3,171.0,4,low,M,8,4502,0
1899,A,Road,5,2,256.0,7,low,F,41,2758,1
6779,C,Ship,5,5,268.0,3,medium,F,7,4480,1
2781,A,Ship,3,2,245.0,4,medium,M,60,2178,1
5942,F,Ship,4,2,244.0,3,high,M,1,5559,1
1441,D,Ship,3,2,273.0,3,low,M,41,3464,1
2804,F,Ship,3,3,141.0,4,low,F,35,1417,1
363,A,Ship,3,5,203.0,2,medium,M,61,3642,1
10223,C,Ship,4,3,238.0,6,low,M,2,1898,0
4006,B,Ship,3,3,163.0,2,high,F,10,5364,1
5068,B,Flight,4,5,192.0,4,low,F,10,4691,0
2274,F,Ship,3,3,181.0,2,medium,M,58,3719,1
4254,F,Flight,5,5,133.0,2,low,F,10,4398,0
10996,B,Ship,4,1,232.0,5,medium,F,6,1247,0
3133,D,Road,3,5,251.0,3,low,F,21,2476,1
10734,F,Ship,5,1,251.0,6,low,F,5,1827,0
2395,D,Ship,4,5,227.0,3,low,M,65,3984,1
10750,B,Ship,3,1,202.0,3,medium,M,5,1556,1
2675,C,Ship,4,3,183.0,2,low,F,32,3709,1
2608,B,Flight,3,2,218.0,3,medium,F,52,2149,1
775,D,Ship,3,5,110.0,3,low,M,55,1875,1
9351,A,Ship,6,4,286.0,4,medium,F,1,1570,0
5278,B,Ship,5,1,279.0,4,low,F,3,1499,0
8676,F,Ship,4,3,274.0,3,medium,F,8,4276,0
2744,F,Flight,4,3,132.0,4,medium,M,10,1767,1
4180,B,Ship,4,1,155.0,3,low,F,4,5666,0
3922,B,Ship,4,2,261.0,2,medium,M,7,5764,0
9362,F,Ship,5,4,222.0,6,low,F,9,1003,0
7,D,Flight,3,4,250.0,3,low,F,3,2371,1
2368,B,Ship,4,5,185.0,2,low,F,47,3974,1
7510,B,Road,5,4,239.0,5,low,F,10,1042,1
8061,A,Road,5,5,186.0,4,low,M,3,4287,0
2707,D,Ship,4,3,174.0,3,low,F,5,1502,1
3987,A,Flight,3,2,227.0,2,medium,M,9,4659,0
6563,C,Road,4,3,256.0,5,low,F,5,1533,1
5056,B,Road,5,3,267.0,3,medium,F,8,5786,1
3280,B,Road,3,2,243.0,2,low,F,5,4769,0
7273,D,Flight,4,2,283.0,2,high,F,1,4115,0
7514,F,Road,6,1,253.0,4,low,M,10,1962,0
10563,A,Flight,3,5,190.0,5,high,F,7,4457,0
1944,F,Ship,4,4,224.0,2,high,F,31,2084,1
8336,F,Road,5,4,236.0,5,medium,F,2,1664,1
1071,A,Road,3,4,250.0,2,high,M,61,3207,1
5344,B,Flight,4,2,181.0,3,low,M,4,5078,0
6266,F,Ship,4,4,217.0,6,medium,M,9,1974,0
184,B,Ship,3,5,162.0,7,medium,F,16,1052,1
2742,F,Flight,4,2,171.0,3,low,F,40,1021,1
7106,F,Road,6,2,278.0,4,high,F,8,1967,0
