ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
780,B,Road,5,4,199,5,medium,F,6,4417
781,C,Road,4,3,196,2,medium,F,7,4116
782,F,Road,4,4,266,3,low,M,4,5905
784,B,Ship,6,5,295,4,medium,M,5,1963
786,F,Ship,3,1,251,6,medium,M,10,4912
787,F,Ship,3,3,226,3,low,M,4,5048
788,A,Ship,4,2,139,3,low,M,29,1365
789,C,Ship,3,3,221,3,low,F,5,4388
790,F,Ship,5,5,125,3,low,M,10,4997
792,A,Road,3,2,244,3,medium,M,10,4636
793,A,Road,4,5,277,5,medium,F,32,1055
794,F,Ship,3,3,273,2,medium,F,16,2466
796,D,Road,4,5,201,3,medium,M,41,3563
797,F,Road,4,5,238,2,low,F,1,2644
798,B,Ship,3,1,268,4,medium,F,4,5006
799,F,Road,5,4,165,2,high,M,46,1482
801,C,Ship,4,3,160,2,low,M,9,5940
802,F,Flight,4,4,209,6,low,F,7,4852
803,C,Ship,4,3,242,4,low,M,62,3997
804,B,Ship,3,2,192,3,low,F,19,3183
806,D,Road,3,2,245,3,low,F,61,2188
808,A,Ship,3,1,187,3,medium,M,2,5154
809,B,Ship,6,4,288,4,medium,F,9,1575
810,F,Ship,4,2,206,7,high,M,7,5479
812,C,Ship,4,1,198,3,medium,F,1,4090
813,A,Ship,4,3,201,2,low,F,10,4875
814,F,Road,5,2,146,7,low,F,9,5631
815,F,Ship,3,5,206,3,low,F,6,4620
816,F,Ship,3,2,251,2,low,F,5,3443
817,F,Road,6,5,286,4,low,F,31,3774
819,C,Ship,3,5,181,2,low,M,29,2217
820,F,Road,4,3,144,3,low,F,7,5496
821,A,Ship,3,1,183,2,low,M,5,5329
822,A,Ship,3,1,257,4,low,M,8,4692
823,C,Ship,4,2,212,3,medium,M,3,5427
824,B,Ship,4,3,218,2,low,F,7,4423
825,B,Road,4,5,257,5,medium,M,6,1008
826,F,Ship,4,1,228,3,medium,M,4,5347
827,B,Ship,2,1,271,2,low,M,7,5875
828,D,Ship,5,4,243,5,medium,F,4,1813
829,F,Flight,5,1,231,7,high,F,9,5558
831,D,Road,3,4,134,3,medium,F,9,4230
833,F,Ship,4,2,137,2,medium,M,3,4622
834,B,Flight,4,3,227,3,low,F,45,2707
835,B,Ship,4,1,259,3,low,M,39,2427
837,A,Ship,6,4,250,4,low,M,2,1969
839,F,Ship,5,4,156,2,low,F,57,1842
840,B,Ship,4,2,242,6,medium,F,10,5655
843,A,Ship,3,3,161,2,medium,F,38,1521
844,F,Ship,3,1,270,2,medium,M,6,4966
845,F,Ship,5,3,197,2,low,F,48,2481
846,A,Ship,2,5,205,6,low,M,2,5671
847,C,Ship,6,3,298,4,low,F,9,1515
848,C,Ship,5,3,237,5,medium,F,4,1567
849,F,Road,4,1,178,3,medium,F,63,1573
850,F,Road,4,4,173,3,low,M,10,4616
851,F,Ship,$7,3,310,5,low,F,5,1563
854,B,Ship,4,1,253,4,low,F,1,5621
855,A,Ship,4,4,238,5,low,M,1,4753
856,B,Ship,4,3,198,7,medium,F,1,5315
857,F,Ship,4,1,254,5,medium,F,3,1880
860,B,Ship,$7,3,267,4,low,M,7,1384
861,F,Ship,4,3,175,4,medium,F,5,5177
863,C,Ship,4,4,235,2,low,M,4,5671
864,A,Ship,4,4,258,5,low,M,7,1261
866,A,Ship,3,4,179,3,high,M,57,1582
867,B,Ship,3,3,202,3,medium,F,35,3986
872,A,Ship,4,1,226,5,medium,M,6,1723
873,B,Ship,4,4,273,2,medium,M,6,5676
874,B,Road,4,2,168,3,low,M,59,1717
877,B,Flight,4,3,204,3,medium,M,2,5010
878,A,Ship,3,1,153,2,low,M,6,4996
879,C,Ship,6,3,258,4,medium,M,9,1924
880,F,Ship,6,2,247,4,low,M,10,1556
882,A,Flight,$7,4,267,4,medium,F,9,1378
883,D,Flight,4,2,194,3,low,F,3,5174
884,B,Flight,4,1,205,2,low,M,10,4086
885,F,Ship,4,2,128,3,medium,M,7,5675
888,C,Ship,4,1,195,3,low,M,43,2849
890,C,Ship,4,3,237,6,low,M,8,5588
891,D,Flight,4,4,132,3,medium,F,5,4613
892,C,Flight,4,3,213,2,low,M,27,2034
893,F,Road,4,1,198,4,medium,F,9,5382
895,C,Ship,3,2,178,2,medium,F,2,4122
898,C,Ship,3,2,189,6,low,M,7,4329
899,D,Ship,5,4,280,4,low,M,10,5156
900,B,Ship,3,5,270,3,low,M,60,3885
901,F,Ship,5,4,259,3,medium,F,43,2685
902,F,Road,4,3,209,3,medium,M,7,4104
903,F,Ship,5,4,192,3,medium,M,46,3709
904,C,Ship,4,1,161,6,low,F,2,5734
905,A,Ship,4,4,102,3,high,F,9,5644
906,F,Ship,5,3,185,3,low,M,25,2503
908,D,Road,4,1,258,3,medium,M,2,4188
909,C,Flight,4,2,142,3,medium,F,6,4918
911,D,Road,3,3,255,2,low,F,10,5632
913,A,Ship,3,2,209,2,low,F,24,2748
914,C,Flight,5,4,217,2,low,M,2,5469
916,F,Ship,3,5,146,10,low,M,9,4128
917,A,Road,3,3,183,3,medium,M,21,2585
919,D,Ship,4,3,189,3,medium,F,4,5613
920,F,Ship,5,4,263,3,medium,M,61,2606
921,B,Road,4,4,227,3,medium,F,1,2761
922,C,Ship,3,5,139,2,low,F,7,4449
923,A,Ship,4,5,248,4,high,F,56,2840
924,F,Ship,6,1,263,4,low,F,6,1153
925,F,Road,3,1,100,3,low,F,17,1129
926,C,Ship,3,1,220,3,medium,F,6,5319
927,C,Flight,4,2,267,2,low,M,7,5746
928,F,Ship,4,4,153,5,medium,M,9,5818
929,F,Ship,3,1,162,3,low,M,7,5073
930,B,Ship,5,5,235,5,low,M,4,1758
932,F,Ship,5,4,153,3,low,M,5,4711
933,F,Flight,$7,1,287,4,medium,M,9,1150
934,B,Ship,2,2,203,4,medium,M,10,5764
937,F,Flight,2,2,167,2,medium,F,3,5894
939,F,Road,4,4,190,2,low,M,2,4460
941,C,Ship,2,4,264,3,low,F,1,5437
942,F,Road,4,5,248,3,low,F,2,5310
944,A,Ship,5,2,263,6,low,M,2,1851
945,F,Ship,4,3,252,3,medium,F,7,4852
947,B,Road,3,5,139,2,medium,M,7,5536
950,F,Road,4,1,133,3,low,M,57,1379
951,C,Road,3,2,272,3,low,M,2,4459
953,F,Ship,5,5,266,2,medium,M,7,5712
955,F,Ship,4,2,268,2,medium,F,8,4219
956,F,Flight,5,2,151,3,medium,M,20,1395
957,D,Ship,4,4,162,10,high,M,12,1583
958,F,Flight,6,1,309,4,low,F,6,1866
959,C,Flight,3,2,251,2,medium,F,4,4074
960,D,Flight,5,4,271,3,medium,F,16,2563
961,D,Road,4,5,181,3,medium,M,1,5310
962,F,Ship,5,2,262,6,medium,F,4,1532
963,D,Road,4,3,165,2,medium,M,10,4351
965,F,Ship,4,4,243,5,medium,M,10,4356
968,A,Ship,4,4,218,4,medium,F,10,4967
970,F,Ship,4,3,220,4,low,M,19,3602
971,F,Ship,3,3,239,3,low,F,4,1399
972,F,Road,4,4,155,4,low,F,10,5483
973,F,Road,5,2,208,3,medium,M,8,3442
974,F,Ship,3,4,162,3,low,M,17,1700
976,F,Road,3,1,256,3,low,F,5,5643
979,F,Ship,4,3,106,2,medium,F,6,5867
980,F,Ship,4,3,257,3,low,M,8,4447
981,C,Ship,4,4,234,5,low,M,7,1871
982,F,Ship,5,4,281,4,medium,F,40,3381
983,C,Flight,5,2,255,5,medium,M,4,1634
984,D,Ship,4,5,273,3,medium,M,2,4374
987,D,Ship,5,2,180,3,medium,M,1,4655
990,F,Ship,5,4,151,2,low,F,10,5643
992,F,Flight,3,3,231,3,medium,F,4,4088
994,B,Ship,5,1,257,4,medium,M,1,4924
995,A,Ship,4,3,230,3,low,F,62,2236
997,F,Ship,4,5,219,3,medium,M,27,3684
999,C,Ship,4,1,240,4,low,F,7,5905
1000,C,Ship,2,5,164,4,medium,M,2,1439
1001,D,Ship,5,4,132,6,low,F,8,1327
1003,F,Flight,4,1,152,3,medium,F,3,4250
1004,C,Ship,3,3,153,3,medium,M,5,4578
1005,F,Ship,5,1,160,2,low,M,32,1576
1007,F,Ship,5,4,274,5,low,M,6,1969
1008,C,Ship,2,5,156,2,low,M,2,1750
1009,A,Road,3,4,232,5,medium,M,9,5759
1010,F,Ship,3,3,253,3,high,M,1,4263
1013,A,Road,4,1,150,4,high,M,60,1024
1014,F,Ship,3,5,169,2,medium,F,4,4466
1015,F,Ship,4,3,268,3,low,F,10,5998
1016,A,Flight,4,2,163,4,medium,F,5,5751
1017,D,Road,4,4,233,5,low,F,10,1173
1018,F,Ship,4,1,150,3,high,F,17,1923
1019,F,Ship,2,2,274,3,high,F,60,2053
1021,F,Ship,6,3,255,4,low,M,6,1654
1022,F,Ship,4,3,244,2,low,M,17,3125
1023,B,Road,3,2,157,2,low,F,7,5228
1026,B,Ship,6,5,161,4,medium,F,20,1338
1027,B,Ship,2,3,136,3,low,M,10,4933
1029,F,Road,3,2,263,3,low,M,41,2817
1030,A,Ship,3,3,232,4,low,F,4,4662
1031,F,Ship,3,5,169,3,low,F,6,5397
1032,A,Ship,4,5,201,3,low,M,7,4048
1033,F,Road,5,3,234,5,low,M,7,1691
1034,C,Ship,4,1,171,2,medium,F,10,4536
1035,F,Ship,4,1,164,3,low,M,4,5910
1036,F,Road,3,2,160,2,high,M,4,4376
1037,C,Ship,3,4,209,2,high,M,10,4540
1038,F,Ship,4,4,189,2,medium,M,3,5837
1040,D,Flight,4,2,203,5,low,F,20,3098
1041,B,Ship,4,4,231,5,low,F,6,5482
1042,B,Ship,4,1,143,2,medium,M,3,1996
1043,D,Ship,3,2,133,2,low,F,3,4677
1044,F,Flight,3,5,169,3,medium,M,13,1934
1046,A,Ship,5,4,260,3,low,M,43,2143
1047,C,Ship,4,2,168,2,medium,M,1,5154
1049,D,Flight,5,3,171,3,medium,M,62,1304
1051,F,Ship,4,3,208,3,medium,F,7,4525
1052,C,Flight,5,3,259,3,low,F,45,3335
1053,C,Ship,3,4,193,6,low,M,2,5584
1056,B,Ship,3,1,232,4,medium,F,51,2899
1057,A,Ship,4,1,192,3,low,F,15,3460
1058,D,Ship,6,4,269,2,high,M,47,4000
1059,A,Ship,3,4,182,2,medium,M,8,4883
1060,F,Ship,5,3,238,2,medium,F,21,2053
1061,F,Flight,4,1,172,3,medium,F,10,5106
1062,F,Ship,5,2,274,6,medium,M,2,1748
1063,A,Road,4,2,252,5,medium,M,7,1134
1065,B,Road,3,4,211,3,high,M,1,5144
1070,C,Road,6,4,294,3,medium,M,7,1455
1071,A,Flight,4,4,216,6,low,M,5,1272
1072,A,Ship,6,5,294,4,low,M,4,1302
1073,F,Ship,5,2,238,2,low,M,5,5703
1074,C,Ship,2,5,130,3,low,M,16,1092
1076,F,Ship,3,4,254,3,high,M,53,3538
1077,A,Flight,4,2,257,3,medium,M,8,5772
1079,B,Road,5,4,221,5,low,M,6,5059
1083,F,Flight,3,5,138,3,low,F,37,1266
1084,C,Ship,4,3,229,2,medium,F,8,5868
1086,B,Ship,3,2,253,2,low,M,8,5608
1087,C,Ship,4,4,187,3,low,F,8,4893
1088,F,Ship,6,5,274,4,low,M,6,1066
1089,F,Road,4,3,240,2,medium,F,2,5588
1092,F,Flight,3,5,175,3,high,F,6,5150
1093,B,Ship,$7,1,308,4,medium,M,7,1841
1094,D,Flight,6,1,249,4,medium,M,2,1189
1095,F,Ship,4,2,273,5,low,F,4,1223
1098,F,Flight,3,3,220,3,low,F,2,5065
1100,B,Ship,4,2,205,2,medium,M,10,4641
1101,F,Ship,6,1,172,6,high,F,50,1052
1103,B,Ship,5,4,211,4,low,F,4,4498
1104,F,Ship,4,2,177,3,low,M,8,4904
1105,D,Ship,4,5,227,3,low,M,65,3984
1106,C,Ship,4,5,258,3,low,F,3,5422
1107,C,Ship,5,1,148,3,low,F,5,5790
1109,A,Road,3,3,237,3,medium,M,6,4918
1110,D,Ship,3,4,201,3,low,F,6,5722
1113,C,Road,3,5,226,3,medium,M,5,3914
1114,A,Road,5,5,271,4,high,F,6,4547
1115,B,Ship,4,3,160,2,low,M,5,4522
1116,F,Ship,3,4,271,4,medium,F,16,2693
1117,F,Flight,5,4,281,3,low,F,10,5675
1118,A,Road,3,5,166,3,low,F,1,1366
1119,D,Ship,3,5,198,2,medium,F,62,3015
1121,D,Road,3,1,258,4,medium,F,6,5365
1122,A,Ship,5,4,237,2,low,M,8,5600
1123,C,Ship,5,4,229,6,low,F,9,1733
1124,B,Ship,6,5,261,4,low,F,9,1266
1125,A,Ship,3,3,217,3,medium,M,10,5439
1126,F,Ship,3,4,186,2,low,M,63,3447
1127,F,Ship,5,4,183,2,low,F,36,3819
1129,B,Road,3,1,190,3,low,F,1,5065
1131,F,Ship,3,3,261,8,low,M,10,4145
1132,A,Road,3,4,186,3,medium,M,7,4536
1133,F,Ship,6,5,233,6,medium,M,48,3341
1134,F,Ship,6,2,269,4,medium,F,10,1166
1135,F,Ship,3,2,154,3,low,F,6,5540
1137,F,Ship,4,4,157,4,low,M,6,4175
1140,B,Ship,4,5,164,4,low,F,4,5736
1141,F,Flight,5,3,171,2,medium,F,1,5385
1142,A,Ship,6,5,282,4,medium,F,4,1013
1144,F,Flight,4,5,232,3,medium,F,32,3253
1145,F,Road,4,5,270,3,low,M,1,4131
1146,C,Road,3,3,140,2,low,F,3,5713
1147,F,Flight,4,2,185,5,low,M,7,4694
1149,A,Ship,5,3,273,4,medium,M,2,4186
1150,B,Flight,4,3,261,6,low,F,6,5068
1151,F,Ship,4,5,199,2,low,F,8,4463
1152,B,Ship,4,3,142,4,low,M,29,1420
1155,F,Ship,4,2,147,3,low,F,5,5174
1157,B,Ship,3,3,202,2,medium,M,39,3857
1158,C,Ship,5,5,132,3,low,F,2,5552
1159,F,Ship,4,3,163,3,low,M,52,1891
1160,B,Ship,5,3,215,2,medium,F,10,5194
1161,A,Ship,3,5,268,3,low,F,6,4172
1163,F,Ship,4,1,140,2,low,M,8,4926
1166,B,Flight,3,4,200,2,medium,M,14,3528
1167,C,Ship,2,1,282,5,low,F,51,1362
1172,D,Ship,3,2,225,3,high,M,5,4304
1173,B,Ship,3,4,270,3,medium,F,10,5417
1174,D,Road,2,5,170,5,low,F,10,5621
1176,B,Road,3,2,268,2,low,M,20,2731
1177,C,Ship,3,1,234,3,high,F,60,2596
1178,A,Ship,3,2,204,2,low,F,2,5033
1180,F,Ship,4,5,238,3,low,M,9,1724
1181,F,Ship,4,4,113,3,medium,F,1,5610
1182,F,Ship,6,2,191,5,low,M,1,4314
1183,F,Road,5,1,303,5,medium,F,4,1009
1184,C,Flight,2,5,255,4,low,F,36,2093
1186,C,Ship,5,5,264,3,medium,F,23,2837
1188,D,Ship,4,3,141,4,medium,F,38,1599
1189,B,Ship,4,3,213,3,low,M,6,5447
1190,F,Ship,4,4,136,3,low,M,6,1900
1191,D,Ship,3,3,250,2,medium,F,8,5067
1192,F,Flight,2,3,134,3,low,M,4,5958
1193,D,Ship,4,4,161,2,medium,F,8,4348
1194,C,Ship,2,4,129,3,low,F,48,1219
1195,C,Ship,5,3,148,3,low,M,7,4714
1197,F,Ship,3,5,224,2,low,M,13,3891
1198,F,Ship,3,2,199,3,medium,F,10,5768
1200,A,Road,3,1,256,4,low,M,6,4814
1203,B,Ship,4,5,220,3,medium,F,63,3109
1207,B,Ship,3,1,200,2,low,F,44,2651
1208,F,Road,4,4,151,3,medium,F,6,1930
1209,F,Road,5,2,237,4,low,F,9,5922
1210,B,Ship,3,3,135,3,medium,F,28,1329
1212,B,Ship,3,3,148,5,medium,M,61,1452
1213,B,Ship,3,1,244,4,medium,M,6,4734
1216,F,Ship,4,5,134,6,medium,M,7,4881
1217,B,Ship,5,1,234,3,medium,M,40,3340
1218,A,Ship,3,4,254,3,medium,M,6,5716
1220,F,Ship,4,5,274,5,low,M,7,1225
1222,C,Ship,3,3,192,7,high,F,36,3634
1223,A,Flight,4,3,152,3,low,M,43,1009
1225,D,Flight,4,5,185,2,low,F,4,5428
1226,F,Road,5,1,173,4,medium,F,2,4615
1227,F,Ship,4,3,274,3,medium,F,8,4276
1228,B,Ship,4,4,205,4,medium,F,2,4690
1229,F,Ship,3,1,157,2,medium,F,39,1525
1230,F,Ship,6,1,257,4,medium,F,3,5656
1232,C,Ship,3,2,209,3,medium,M,5,4999
1233,D,Flight,3,3,196,4,low,F,9,5631
1239,B,Ship,5,4,242,5,medium,M,1,1824
1241,F,Ship,3,4,145,8,low,F,15,1429
1242,C,Ship,3,1,221,3,high,M,1,4948
1243,F,Ship,3,3,170,3,low,F,7,5427
1244,F,Ship,5,4,255,6,low,M,3,4638
1245,B,Ship,3,4,222,6,medium,F,10,4579
1246,F,Ship,5,3,250,3,medium,M,4,4343
1247,D,Flight,3,2,192,3,medium,M,43,3339
1248,F,Ship,2,4,246,2,low,M,10,5337
1249,D,Ship,4,5,172,2,medium,M,7,4559
1250,C,Ship,4,2,195,2,medium,M,10,4640
1251,C,Ship,4,3,177,3,medium,F,4,4551
1253,A,Ship,4,3,136,3,medium,M,9,1548
1254,B,Flight,6,5,291,4,low,M,9,1413
1257,D,Road,3,2,269,4,medium,M,1,5797
1258,C,Ship,3,5,160,3,medium,F,1,5062
1260,D,Ship,3,1,234,4,high,M,6,4942
1261,F,Ship,3,3,176,2,medium,M,34,1856
1262,F,Flight,$7,5,254,4,medium,F,6,1014
1263,B,Flight,3,4,140,3,low,M,3,5300
1264,B,Ship,3,2,137,3,medium,F,9,1347
1266,F,Ship,4,5,177,3,medium,F,7,4243
1267,B,Ship,6,4,283,5,medium,F,35,2686
1269,F,Ship,5,1,269,3,medium,F,2,2136
1271,C,Ship,4,2,170,2,low,F,1,1446
1273,D,Road,2,4,183,3,low,F,12,3090
1274,B,Ship,3,4,269,2,medium,M,2,4177
1278,D,Flight,2,5,263,4,medium,F,4,4042
1280,F,Flight,3,3,251,3,medium,M,2,5972
1281,C,Road,4,2,197,3,low,F,2,5707
1282,F,Ship,6,5,244,4,medium,F,2,1980
1283,A,Road,4,3,218,4,low,F,50,3990
1284,A,Ship,6,2,118,2,low,F,2,1744
1286,F,Road,5,1,199,2,medium,M,7,4660
1288,C,Ship,6,2,255,4,medium,F,3,1355
1289,C,Ship,4,5,254,3,low,F,7,4363
1290,A,Ship,$7,3,307,4,low,M,4,1653
1291,F,Flight,4,2,185,3,low,M,8,4322
1292,F,Flight,3,3,153,2,low,F,39,1328
1293,C,Flight,6,4,268,4,low,M,9,1793
1295,B,Flight,5,1,264,2,medium,F,3,4056
1296,D,Ship,5,3,287,4,low,M,2,1437
1299,C,Ship,2,1,210,2,medium,F,6,5250
1300,F,Ship,4,4,197,3,low,F,7,5099
1301,D,Road,3,4,273,4,medium,M,4,5361
1302,B,Ship,2,5,264,5,medium,F,1,4426
1303,D,Flight,5,2,205,3,low,F,2,4270
1305,C,Ship,5,4,196,3,medium,M,2,5427
1306,B,Ship,5,3,159,3,low,M,7,5462
1307,B,Ship,6,2,236,4,low,F,61,3140
1308,F,Ship,2,5,135,6,medium,F,9,5777
1309,C,Ship,4,1,228,2,medium,F,9,4091
1310,A,Ship,4,1,256,3,low,M,6,5818
1311,C,Ship,4,4,140,8,medium,F,2,5481
1312,A,Ship,3,3,224,4,medium,M,10,4147
1313,D,Ship,3,5,241,3,medium,M,48,2841
1314,F,Road,5,4,262,6,low,M,3,1700
1316,D,Ship,3,5,196,3,medium,F,9,4741
1317,F,Ship,5,3,210,2,medium,M,44,3382
1318,F,Flight,3,1,228,3,medium,M,9,5530
1320,C,Flight,2,1,156,3,medium,M,3,5937
1321,C,Ship,2,3,129,5,medium,M,3,5444
1322,A,Flight,5,3,229,5,low,F,1,1196
1323,B,Ship,3,4,169,3,low,F,4,5716
1324,B,Ship,2,4,102,4,medium,F,6,5421
1326,C,Ship,3,3,164,3,high,M,8,5170
1327,D,Ship,3,4,191,2,medium,M,8,5667
1328,F,Ship,3,1,154,3,low,M,5,4720
1331,B,Ship,4,2,259,5,medium,M,7,1042
1333,B,Flight,4,4,184,3,low,M,8,4453
1336,D,Ship,6,3,205,3,low,M,10,4996
1337,B,Ship,5,1,129,5,medium,M,35,1458
1338,B,Ship,5,5,244,3,medium,M,7,4078
1339,D,Ship,4,1,237,4,low,F,4,4697
1340,C,Ship,5,4,267,2,low,M,7,5292
1342,F,Ship,5,4,261,6,medium,F,4,5349
1343,F,Flight,4,5,275,6,medium,M,10,1400
1344,B,Flight,5,4,245,5,low,F,5,1293
1345,F,Road,4,5,203,2,low,F,20,2421
1346,F,Road,6,5,285,4,low,M,8,1028
1348,B,Ship,3,2,109,3,low,M,4,5746
1349,C,Flight,4,3,249,3,low,M,5,5017
1350,C,Flight,6,1,281,3,medium,F,36,2536
1351,C,Ship,4,3,262,3,low,F,3,4176
1352,B,Ship,4,3,134,3,medium,M,13,1985
1353,A,Ship,2,5,107,3,medium,M,2,4853
1354,A,Flight,5,2,253,2,high,F,2,5643
1355,C,Ship,6,3,274,4,low,M,10,1174
1356,A,Ship,5,4,269,2,low,F,9,5517
1357,A,Ship,5,4,171,3,low,F,1,5011
1359,C,Road,3,5,215,3,low,M,4,4828
1360,F,Ship,4,4,166,6,low,F,6,4100
1361,F,Ship,5,3,179,6,medium,M,1,4930
1363,D,Ship,5,5,224,5,low,F,7,1505
1364,F,Ship,5,1,206,5,medium,M,2,5766
1366,F,Ship,2,3,216,3,high,M,9,4032
1368,D,Ship,5,4,187,3,low,F,1,4181
1372,A,Ship,3,4,148,3,low,M,1,4387
1373,F,Ship,6,3,262,4,low,F,5,1563
1374,A,Ship,4,4,163,3,low,M,3,4185
1376,B,Road,5,2,173,2,high,F,10,4741
1377,C,Road,4,4,229,5,low,M,9,1361
1378,F,Road,6,4,256,4,low,F,2,1752
1379,A,Flight,3,5,188,2,low,F,12,2711
1380,F,Flight,4,3,178,3,medium,M,3,5669
1381,D,Flight,3,5,238,2,low,F,8,5769
1385,D,Road,3,4,151,4,medium,F,1,4587
1386,A,Road,6,2,309,4,low,F,6,1335
1387,F,Ship,2,5,186,2,low,M,17,3896
1389,A,Flight,3,3,217,2,high,F,9,5554
1390,D,Road,$7,1,269,5,medium,F,5,1402
1391,F,Road,5,1,145,3,low,F,5,5019
1392,B,Ship,6,2,254,5,low,M,7,1638
1394,A,Ship,4,5,214,3,high,M,6,5646
1396,A,Ship,3,3,269,3,medium,M,5,4197
1398,B,Ship,2,1,229,4,low,F,11,3614
1400,A,Road,4,5,134,3,medium,F,4,5423
1402,C,Road,5,5,227,5,medium,F,3,1687
1403,F,Ship,3,1,155,3,low,F,9,5539
1404,D,Road,4,5,139,3,low,M,5,5335
1405,F,Road,4,3,238,2,low,F,1,4051
1406,D,Ship,5,2,123,5,low,F,4,5284
1407,F,Ship,4,1,249,3,low,M,4,5253
1409,C,Ship,3,5,223,3,medium,M,53,3670
1412,B,Ship,3,1,254,3,medium,F,35,2965
1413,A,Road,5,2,269,6,medium,F,5,1097
1414,A,Ship,6,5,212,4,medium,F,13,3676
1415,D,Ship,3,2,278,4,medium,M,7,1879
1416,B,Ship,4,5,273,5,medium,F,7,1409
1417,D,Ship,4,3,141,3,medium,F,3,4249
1418,B,Flight,6,2,288,4,medium,M,9,1405
1419,A,Ship,4,1,253,3,low,M,31,3632
1420,C,Flight,4,5,259,5,medium,M,2,1066
1421,B,Flight,5,5,169,4,low,F,2,4188
1422,F,Ship,4,3,218,3,high,F,57,3311
1423,C,Ship,5,1,248,3,low,M,37,3830
1424,F,Ship,5,3,243,5,low,M,2,1776
1426,F,Flight,5,4,280,6,medium,F,51,3582
1427,B,Flight,5,1,234,5,medium,M,2,1030
1429,F,Ship,4,4,136,3,high,F,35,1234
1430,A,Flight,4,1,204,3,medium,M,3,4310
1431,C,Ship,4,2,181,3,medium,M,6,5964
1434,C,Road,5,1,105,5,low,M,1,1101
1436,A,Road,5,4,256,3,low,F,43,3658
1437,D,Ship,3,1,271,3,low,M,4,4108
1438,B,Ship,5,2,140,3,medium,F,16,1969
1439,F,Ship,4,4,250,3,low,M,10,4505
1440,B,Ship,3,3,271,2,medium,M,15,3542
1441,F,Ship,3,3,204,4,high,M,9,4712
1442,F,Ship,2,4,187,6,medium,F,9,4388
1443,F,Ship,3,2,238,3,high,F,54,3142
1444,A,Ship,$7,5,192,3,low,M,46,1550
1445,F,Ship,4,5,174,2,low,M,10,5764
1446,C,Road,3,4,269,2,medium,M,6,5951
1447,A,Ship,3,4,250,3,low,M,6,4830
1448,B,Road,4,5,219,5,low,M,2,1260
1449,C,Ship,2,4,139,8,medium,F,62,1180
1450,F,Ship,3,1,193,2,medium,F,23,2728
1453,A,Flight,5,5,137,3,medium,F,5,4814
1454,F,Ship,4,5,209,3,low,F,6,5899
1456,C,Flight,3,2,262,2,low,M,5,5747
1457,F,Ship,5,5,245,5,low,M,5,1381
1459,C,Ship,3,3,255,3,low,M,4,4628
1460,A,Ship,6,5,264,4,low,M,6,1005
1461,F,Road,4,3,253,3,high,F,18,2849
1463,D,Ship,2,3,163,3,low,F,4,4862
1464,F,Ship,5,2,184,3,medium,F,8,4581
1465,F,Ship,4,1,112,6,medium,M,9,5248
1467,C,Flight,2,4,114,5,high,M,3,4423
1468,A,Ship,6,2,195,3,medium,M,30,3462
1469,C,Ship,4,3,263,3,medium,M,3,4677
1470,D,Ship,6,4,246,4,medium,M,3,1852
1471,A,Road,4,2,232,5,medium,M,3,1197
1472,F,Ship,6,2,272,5,low,M,8,1045
1473,B,Flight,4,2,267,5,low,F,2,1876
1475,F,Ship,5,3,243,5,medium,M,8,1223
1478,A,Flight,4,2,223,5,medium,F,3,4480
1480,A,Flight,5,1,199,10,medium,F,8,4140
1481,F,Ship,5,5,239,6,low,M,9,1417
1482,B,Road,4,5,185,2,low,M,6,4610
1483,C,Ship,3,1,181,3,medium,M,34,3306
1484,B,Road,3,4,153,2,medium,M,5,4023
1485,B,Road,5,1,238,3,low,M,32,3832
1486,B,Ship,3,1,162,2,low,F,52,1125
1487,F,Ship,5,2,243,3,high,M,2,5734
1488,B,Ship,6,5,258,4,low,M,5,1966
1489,F,Ship,2,2,240,3,low,M,53,2980
1490,F,Ship,3,5,283,5,low,F,50,2848
1493,F,Ship,4,4,287,6,medium,M,6,5282
1494,F,Ship,5,1,162,3,medium,M,5,4064
1495,F,Ship,5,2,176,4,low,M,2,4893
1497,C,Road,3,4,142,4,medium,M,5,4429
1499,A,Flight,6,1,157,6,low,M,1,4631
1500,A,Ship,2,3,211,3,medium,F,55,3842
1501,B,Ship,4,2,275,6,medium,M,2,1712
1502,A,Road,6,5,248,3,low,F,3,5709
1503,B,Ship,3,3,249,5,medium,F,9,1752
1504,B,Flight,6,4,303,5,low,M,5,1195
1505,A,Ship,5,3,252,5,low,M,3,1474
1506,F,Flight,5,3,194,7,medium,F,10,5700
1508,C,Ship,6,2,245,4,low,F,8,1904
1509,F,Ship,3,2,153,4,high,M,7,4750
1510,B,Ship,5,4,227,2,medium,M,10,4734
1511,B,Ship,3,1,258,3,medium,F,2,5828
1512,C,Flight,4,4,139,2,high,F,9,4446
1513,D,Road,4,5,140,2,medium,F,5,4347
1514,D,Ship,4,3,172,3,medium,F,6,1261
1515,D,Road,3,3,213,2,low,M,10,5495
1519,C,Ship,5,4,245,3,high,M,4,4298
1523,F,Ship,4,4,217,5,medium,F,4,1503
1524,B,Ship,6,1,189,3,medium,F,9,5316
1525,F,Ship,$7,4,301,4,low,F,1,1150
1527,F,Ship,5,5,276,4,low,F,7,1742
1528,C,Ship,3,5,240,7,medium,F,9,5525
1530,F,Ship,3,1,154,2,medium,F,56,1300
1531,C,Ship,3,2,208,2,low,F,6,5344
