ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Reached.on.Time_Y.N
10427,C,Flight,5,4,217,2,low,M,2,1
3040,B,Ship,4,4,177,3,medium,M,23,1
2832,F,Ship,4,2,167,3,low,M,21,1
3192,F,Ship,3,5,178,3,low,F,3,0
10375,D,Ship,4,1,258,3,low,F,10,0
9554,F,Ship,3,1,189,4,low,F,4,0
1768,B,Road,5,2,272,2,medium,F,37,1
2746,B,Flight,2,4,159,3,medium,M,47,1
9097,D,Ship,3,3,219,6,low,M,10,0
1039,D,Ship,4,3,97,2,low,M,26,1
9407,C,Ship,4,1,274,5,low,F,5,1
2379,A,Ship,5,1,219,3,low,M,14,1
2601,A,Flight,5,4,190,2,medium,F,23,1
4898,F,Ship,5,3,211,3,low,F,5,0
9536,F,Ship,2,2,156,3,low,F,5,1
5035,D,Ship,$7,5,284,4,medium,F,8,1
575,C,Ship,4,2,276,2,low,M,54,1
9272,F,Ship,4,1,202,3,low,M,10,0
7824,F,Flight,3,5,257,3,medium,M,4,1
6935,C,Ship,5,1,250,3,low,M,8,0
2298,F,Ship,5,4,281,4,medium,M,56,1
8156,F,Ship,3,3,224,3,medium,F,5,1
10187,C,Ship,6,3,282,4,medium,F,8,0
6195,A,Ship,5,2,173,4,high,F,9,0
3284,F,Flight,2,2,155,3,low,M,1,0
7656,F,Road,4,3,140,8,medium,M,8,1
10515,A,Ship,4,1,225,3,medium,M,9,1
752,F,Ship,3,3,162,3,medium,M,7,1
6227,C,Ship,4,4,227,5,low,M,8,1
1859,C,Ship,2,2,190,3,low,M,51,1
2461,D,Road,3,3,199,2,low,M,4,1
10781,C,Ship,4,4,234,5,low,M,7,0
756,F,Ship,3,5,258,3,low,M,17,1
3963,A,Road,3,4,186,3,medium,M,7,0
8314,B,Ship,$7,4,289,4,low,M,1,0
7386,F,Road,3,1,146,10,low,F,5,1
3836,F,Flight,3,5,220,4,low,M,2,0
2442,F,Road,4,5,133,3,medium,M,3,1
7339,D,Ship,2,5,270,6,medium,F,1,0
2711,C,Ship,3,1,181,3,medium,M,29,1
9482,F,Ship,5,1,234,3,low,F,4,0
5910,F,Ship,4,1,198,4,low,F,5,0
6273,A,Ship,6,5,279,4,low,M,7,0
587,C,Ship,3,2,158,3,high,F,59,1
2274,F,Ship,3,3,181,2,medium,M,58,1
10082,F,Ship,3,2,215,2,low,F,7,0
8307,A,Ship,5,4,252,5,low,M,9,1
8924,F,Ship,$7,3,296,4,low,M,4,0
6832,B,Road,5,1,168,2,low,F,10,0
3324,F,Ship,5,1,244,2,low,F,5,1
4523,C,Flight,3,1,269,2,medium,M,6,1
1467,A,Ship,4,1,192,3,low,F,15,1
4475,C,Ship,6,3,142,2,low,F,9,1
2225,C,Ship,4,3,258,3,low,F,12,1
624,F,Ship,4,1,165,3,medium,M,51,1
3582,F,Ship,3,3,271,2,low,F,8,1
2021,C,Ship,3,5,212,3,low,F,2,1
6976,B,Road,4,1,137,2,low,M,3,0
26,F,Ship,3,1,225,4,low,M,29,1
8525,C,Ship,4,1,252,3,medium,M,4,0
1971,A,Ship,5,2,144,3,low,M,49,1
2060,F,Flight,5,2,265,3,medium,F,33,1
9492,F,Ship,3,5,156,2,medium,F,8,0
3436,B,Flight,3,4,217,2,medium,F,9,0
4169,C,Ship,3,5,228,2,low,M,6,0
8270,F,Ship,$7,4,286,4,low,M,3,1
2554,B,Ship,4,5,220,3,medium,F,63,1
6196,B,Ship,4,3,210,3,low,M,9,0
10253,C,Road,4,1,239,3,medium,F,9,1
10857,A,Ship,6,5,206,2,low,F,6,1
1504,B,Flight,5,2,200,2,low,F,2,1
378,F,Ship,5,3,238,2,medium,F,21,1
557,C,Flight,3,3,255,2,high,M,7,1
1011,A,Ship,2,5,228,2,low,F,49,1
7653,A,Road,3,1,164,10,medium,F,6,0
7451,C,Ship,4,4,239,5,low,M,6,1
9454,B,Flight,5,3,230,5,medium,M,4,0
980,F,Ship,4,4,140,2,low,F,47,1
9702,F,Road,6,5,281,4,medium,M,5,0
10499,C,Ship,3,4,247,3,medium,M,8,0
4569,A,Ship,3,3,213,3,medium,M,7,0
8981,C,Ship,4,3,249,3,low,M,4,0
7306,B,Ship,6,1,232,6,low,M,4,0
2516,F,Ship,4,3,220,3,medium,M,8,1
7872,F,Ship,4,4,193,3,low,M,2,1
9327,A,Flight,4,5,196,5,low,F,2,0
3858,F,Ship,5,1,245,2,medium,F,2,1
5212,B,Flight,3,2,160,3,medium,M,3,0
9557,C,Ship,3,1,257,2,medium,F,2,0
3381,A,Ship,4,1,163,8,medium,F,9,1
4055,C,Ship,3,3,182,4,low,M,7,1
7540,B,Flight,6,3,218,3,low,M,6,0
1134,F,Ship,4,2,227,2,high,M,35,1
6539,C,Ship,6,3,251,4,low,M,1,1
5945,C,Ship,2,5,286,6,medium,F,5,0
7663,D,Road,3,3,189,3,high,M,9,1
2886,F,Flight,4,1,253,3,low,M,36,1
2256,F,Ship,4,3,160,2,medium,F,38,1
4932,F,Flight,4,3,205,2,medium,M,10,1
4692,F,Ship,4,1,144,4,medium,M,8,0
9095,C,Ship,6,3,253,4,medium,F,9,0
5289,A,Ship,2,3,110,5,low,M,3,0
8173,D,Ship,3,2,279,6,medium,M,1,0
9132,F,Ship,6,3,256,4,low,F,9,1
10737,A,Ship,5,3,257,5,medium,F,10,0
8862,F,Ship,6,3,260,4,low,F,1,0
3898,B,Ship,4,4,207,3,low,M,9,0
1343,C,Ship,4,4,216,2,medium,F,6,1
7391,C,Road,3,5,223,7,high,M,8,1
3853,D,Flight,6,4,148,4,low,F,10,0
10137,A,Flight,3,4,174,3,low,F,3,1
8011,D,Ship,5,3,238,5,high,M,7,0
7721,C,Ship,$7,1,285,4,low,M,2,0
2667,A,Ship,3,2,138,3,low,M,49,1
7780,B,Ship,3,1,253,3,high,M,8,1
5314,B,Ship,4,2,256,4,medium,M,4,0
10272,F,Flight,3,3,220,3,low,F,2,1
8557,D,Ship,6,4,246,4,medium,M,3,0
3396,F,Ship,6,5,224,4,medium,M,6,0
193,D,Ship,2,4,140,3,low,F,7,1
4765,D,Ship,3,4,191,2,medium,M,8,1
7885,D,Ship,3,1,222,3,low,M,1,1
3830,F,Road,6,4,136,3,low,M,2,0
3894,F,Ship,2,4,169,4,low,F,3,1
4570,B,Ship,4,5,136,3,medium,M,7,1
1586,F,Ship,3,5,234,2,high,M,4,1
3641,C,Ship,3,2,159,3,medium,M,4,1
5252,F,Ship,6,4,292,4,low,M,9,1
9835,D,Ship,3,4,248,3,medium,M,7,0
8802,F,Ship,5,2,164,3,medium,F,6,0
1640,F,Flight,3,1,233,3,medium,M,1,1
4714,B,Ship,4,5,264,3,low,F,10,0
10278,F,Flight,3,2,219,4,low,F,6,1
2898,F,Ship,4,1,160,2,high,F,65,1
5633,C,Flight,5,4,217,2,medium,F,3,0
2609,C,Flight,5,1,265,3,medium,M,6,1
381,A,Ship,3,4,148,2,low,M,54,1
8478,F,Road,5,1,268,3,medium,F,5,0
7156,B,Ship,4,5,239,5,low,F,7,1
3156,F,Flight,3,4,149,3,low,M,1,1
1633,D,Road,3,4,204,3,low,F,49,1
9214,B,Ship,4,2,160,2,medium,M,3,1
10392,F,Road,4,3,180,3,medium,M,4,0
9869,C,Flight,2,4,285,3,high,M,6,1
9017,C,Road,6,3,127,3,medium,F,7,1
3545,C,Road,3,4,248,4,medium,M,8,0
9015,A,Ship,4,5,137,2,low,M,6,1
7997,C,Ship,5,3,262,5,low,F,8,1
8781,A,Flight,5,5,185,5,low,M,5,0
10566,F,Flight,5,4,135,4,medium,M,4,0
4299,A,Ship,3,5,140,3,low,M,9,0
9545,C,Ship,3,3,149,2,low,M,8,0
1194,F,Ship,3,4,266,2,high,M,49,1
2428,B,Ship,4,3,223,3,low,M,35,1
3516,F,Ship,5,4,178,2,low,F,4,0
8808,F,Ship,4,4,224,3,medium,F,1,0
10016,F,Flight,3,4,245,2,medium,F,1,0
65,C,Ship,4,5,261,2,high,M,49,1
1351,D,Road,4,1,202,3,high,M,59,1
2302,B,Ship,4,5,113,3,low,F,52,1
6292,B,Road,5,5,265,5,medium,F,8,0
5123,C,Ship,4,5,176,4,medium,M,6,0
8813,C,Ship,3,1,242,8,medium,F,8,0
10754,F,Ship,4,5,245,5,low,M,8,0
10415,C,Flight,4,5,259,5,medium,M,2,1
3485,C,Ship,4,4,223,4,low,M,1,0
5893,D,Flight,3,5,218,3,low,M,2,0
6420,F,Road,4,2,206,2,medium,M,5,0
3914,F,Ship,3,3,212,3,medium,F,10,0
3226,B,Ship,4,4,151,2,low,M,3,1
5574,F,Ship,5,1,120,3,low,M,7,1
9528,F,Ship,4,1,164,4,medium,M,3,1
8649,A,Ship,5,5,272,4,medium,M,10,1
3086,F,Ship,4,1,213,3,low,F,21,1
9800,F,Ship,4,2,170,2,low,M,3,0
9855,A,Road,3,3,274,3,low,F,5,1
599,C,Ship,4,5,270,2,low,F,34,1
6276,F,Road,$7,5,133,5,low,F,3,1
10574,F,Ship,3,1,174,3,low,F,9,1
1065,A,Ship,3,2,147,4,low,M,13,1
2745,A,Flight,6,4,249,5,medium,M,43,1
6906,F,Ship,6,3,306,4,high,F,5,1
4548,F,Ship,6,4,255,4,low,F,3,1
2199,A,Flight,4,2,150,3,low,F,48,1
4609,D,Ship,4,2,236,3,low,F,1,0
4134,F,Ship,3,4,124,4,medium,F,10,0
7431,A,Ship,3,5,201,2,medium,M,2,0
6155,C,Road,3,5,148,3,low,F,7,0
6317,C,Flight,$7,3,310,4,medium,F,8,0
8972,F,Ship,3,3,261,3,low,M,2,1
7413,A,Flight,6,5,250,4,low,M,8,0
1520,F,Flight,3,3,172,4,low,F,33,1
5027,C,Ship,6,3,256,5,low,F,1,0
2895,A,Ship,3,4,98,2,low,F,32,1
4412,F,Ship,3,4,257,4,low,M,9,0
2869,D,Road,3,2,125,3,medium,F,12,1
6472,B,Ship,4,4,266,3,low,M,3,1
6977,C,Road,6,5,148,4,low,M,1,1
8332,B,Road,$7,5,287,4,low,F,8,0
1256,F,Ship,4,5,196,3,medium,M,16,1
10479,A,Ship,4,1,204,4,low,F,3,0
147,A,Flight,3,5,191,3,low,M,23,1
18,F,Ship,5,5,227,3,medium,M,36,1
7810,B,Flight,3,5,230,3,high,M,4,1
8867,C,Ship,5,1,267,6,low,M,3,0
5732,F,Road,3,4,191,5,medium,F,4,1
3120,F,Ship,4,2,155,5,low,F,48,1
8030,F,Ship,$7,1,247,4,medium,M,6,1
3309,A,Ship,5,3,235,4,medium,F,10,0
496,B,Ship,3,1,197,5,low,M,45,1
8212,B,Road,3,4,206,3,medium,F,5,0
8534,F,Ship,5,4,271,2,medium,F,6,1
10364,F,Ship,4,2,198,3,low,F,4,0
5937,A,Ship,6,3,202,4,medium,F,3,1
10485,A,Ship,5,1,257,5,high,F,2,0
10058,F,Ship,4,2,210,2,medium,F,1,1
197,C,Ship,2,2,135,3,low,M,15,1
10020,F,Ship,4,4,145,2,medium,M,9,0
1812,F,Ship,3,5,187,2,medium,F,50,1
10551,A,Flight,6,3,165,4,low,F,10,0
3814,B,Road,2,5,111,2,low,M,4,1
9924,F,Ship,5,4,263,5,medium,M,8,0
6853,D,Flight,3,4,153,10,medium,F,4,1
10610,F,Ship,4,4,233,2,high,F,1,0
4255,D,Flight,4,3,244,4,low,M,10,1
9199,D,Ship,4,4,267,4,low,F,8,1
1013,C,Ship,3,3,205,2,medium,F,54,1
5306,F,Ship,4,2,146,2,medium,M,4,1
7756,B,Ship,6,3,250,4,low,M,9,0
1480,B,Ship,3,5,225,3,medium,M,8,1
2360,F,Ship,4,1,181,3,medium,M,38,1
9721,D,Road,4,2,147,3,low,M,3,1
10059,A,Ship,4,1,256,4,medium,F,3,0
6897,A,Ship,6,2,291,4,low,M,9,1
5822,F,Ship,4,4,276,2,medium,F,3,1
1061,C,Ship,5,3,252,4,medium,M,63,1
10987,D,Ship,4,5,255,5,medium,M,5,1
8511,A,Flight,3,1,166,2,low,F,7,0
5085,A,Flight,4,5,133,3,medium,M,4,1
2914,B,Ship,6,1,250,5,low,F,53,1
9556,B,Ship,3,3,229,3,medium,F,8,0
4026,F,Ship,3,3,240,3,low,F,4,1
9513,A,Ship,4,5,102,5,low,F,3,0
59,C,Ship,5,5,141,3,high,M,41,1
7272,F,Flight,4,2,220,2,medium,M,5,0
8927,C,Ship,6,2,255,4,medium,F,3,0
6349,D,Ship,6,5,250,2,low,F,7,0
5460,F,Road,4,4,146,3,low,F,10,0
4238,F,Road,2,1,137,3,low,M,1,0
6436,B,Flight,3,5,189,2,low,M,8,0
8460,F,Ship,4,2,128,3,medium,M,7,1
8930,F,Ship,4,3,269,5,low,M,2,1
7879,D,Ship,3,3,250,2,medium,F,8,0
9094,B,Ship,6,5,289,4,low,M,5,1
1964,F,Ship,3,3,181,2,high,M,65,1
2179,D,Road,3,5,161,3,medium,F,10,1
3320,F,Ship,4,4,159,2,medium,F,6,0
7694,F,Ship,5,1,216,10,medium,F,2,0
10942,B,Road,5,1,218,5,medium,M,8,1
6721,D,Flight,2,1,203,3,medium,M,6,0
6616,B,Ship,6,5,266,4,low,M,8,0
2870,F,Road,4,5,203,2,low,F,20,1
2198,F,Flight,3,3,163,3,medium,F,65,1
2031,A,Road,4,5,266,3,medium,M,5,1
2242,B,Ship,4,1,151,2,low,M,42,1
9888,F,Ship,5,2,243,5,medium,F,4,0
3456,F,Ship,5,3,206,4,high,F,1,0
2283,A,Ship,4,1,184,3,high,F,47,1
9579,A,Road,3,1,236,3,medium,F,8,1
6066,F,Ship,4,2,218,3,low,F,2,0
10545,A,Flight,4,1,195,2,low,F,3,0
9850,B,Road,5,1,243,3,medium,F,10,0
3351,A,Ship,4,5,157,2,medium,M,6,0
3129,A,Road,3,1,169,3,high,M,24,1
6491,C,Ship,6,2,279,4,low,F,10,1
4080,F,Ship,5,4,160,3,high,M,2,0
7099,D,Road,5,5,238,8,low,M,9,0
8576,F,Ship,3,1,269,8,medium,F,4,0
2468,F,Flight,5,1,170,3,medium,F,48,1
8800,B,Ship,2,4,248,3,low,F,7,0
748,B,Ship,4,4,177,2,low,M,6,1
4003,D,Ship,4,1,202,3,low,M,4,0
8024,F,Ship,5,3,245,5,low,F,2,0
3655,D,Ship,5,3,169,3,low,F,9,1
5783,C,Ship,6,1,251,4,low,M,2,0
4561,D,Ship,6,1,280,4,medium,M,5,0
8690,F,Ship,4,4,151,3,medium,F,5,0
9459,A,Flight,5,1,271,5,low,M,4,0
10463,C,Ship,4,5,259,5,low,F,9,1
6176,F,Flight,3,5,189,3,low,M,5,0
7192,B,Ship,6,3,284,4,medium,M,4,1
4533,A,Flight,4,5,140,3,low,F,7,0
2632,B,Ship,5,3,167,3,low,F,5,1
3983,C,Flight,3,2,224,3,medium,M,1,1
6020,F,Road,6,5,282,4,medium,M,3,0
3839,C,Flight,4,1,190,4,medium,F,5,1
953,C,Road,3,5,188,3,high,F,9,1
2382,F,Ship,3,5,119,3,medium,M,7,1
1170,F,Ship,6,1,257,3,medium,M,37,1
9461,C,Flight,6,1,279,4,low,F,4,1
5344,B,Flight,4,2,181,3,low,M,4,0
4750,B,Ship,5,5,232,3,low,F,5,0
3635,C,Ship,3,3,225,4,low,M,10,0
4379,C,Road,4,2,254,4,low,F,4,1
3868,B,Ship,4,3,218,2,medium,M,6,1
8295,A,Ship,4,1,144,4,low,M,8,0
5529,A,Ship,6,4,248,4,low,F,6,0
2719,D,Road,3,1,135,3,low,F,38,1
9313,D,Flight,5,2,259,2,medium,M,7,0
42,F,Ship,5,5,139,4,medium,M,61,1
2553,A,Ship,4,1,141,2,low,M,10,1
32,F,Ship,5,3,257,2,low,F,61,1
4196,F,Ship,3,2,255,4,medium,M,5,0
10805,C,Road,4,3,268,5,medium,M,7,1
3691,D,Road,4,4,251,3,high,F,5,0
8473,D,Road,3,3,227,3,medium,M,3,0
1047,A,Ship,3,3,231,2,medium,F,24,1
7909,D,Ship,4,5,254,3,medium,F,10,0
2264,F,Ship,3,5,225,3,low,F,1,1
10035,A,Ship,4,4,102,3,high,F,9,1
7452,F,Ship,4,1,246,6,low,M,4,0
1192,B,Ship,4,5,171,3,low,F,21,1
7412,F,Flight,4,3,235,5,low,F,4,1
2434,B,Ship,3,2,245,3,medium,M,13,1
2582,F,Road,4,3,162,2,medium,F,58,1
8967,A,Ship,4,4,258,3,high,M,10,1
10492,B,Ship,4,5,248,3,low,M,7,0
9947,C,Ship,$7,3,262,4,low,F,1,1
10900,B,Ship,2,1,229,3,medium,M,9,0
4704,F,Ship,3,4,232,2,low,M,10,0
2209,D,Flight,3,1,184,2,low,F,31,1
7847,C,Ship,3,4,252,2,medium,F,6,1
2686,B,Ship,4,3,271,4,low,F,24,1
5494,B,Flight,3,5,256,2,medium,F,4,1
10727,C,Ship,5,1,219,5,low,M,8,1
10903,D,Ship,5,3,210,3,medium,M,9,0
8733,A,Ship,6,4,268,4,medium,M,5,1
2646,F,Ship,4,1,217,3,medium,M,2,1
1604,F,Ship,4,5,278,6,low,M,4,1
3736,B,Ship,6,1,170,3,low,F,10,0
9976,B,Road,4,2,238,5,medium,M,9,0
10218,F,Ship,4,3,254,5,low,F,8,0
4177,D,Ship,3,3,180,3,medium,M,8,1
6666,F,Ship,4,5,157,3,medium,M,2,1
4429,D,Ship,3,5,246,3,medium,F,2,1
3813,A,Road,4,3,229,3,low,M,5,1
10904,F,Ship,3,5,241,4,low,F,9,1
8613,A,Road,5,1,242,5,low,M,9,0
8219,C,Flight,4,2,175,3,high,M,4,0
4323,A,Ship,6,1,185,3,high,F,8,0
5046,F,Road,4,1,145,2,low,F,2,0
4752,F,Ship,2,4,167,2,medium,M,1,0
8099,C,Flight,2,2,242,3,high,M,9,0
8104,B,Ship,3,2,161,3,medium,F,1,0
9085,D,Ship,2,5,204,10,low,F,1,0
2036,F,Road,5,2,142,2,low,F,55,1
2557,D,Ship,3,3,175,3,medium,F,32,1
7823,C,Flight,5,3,169,2,low,F,1,1
10454,F,Ship,4,3,259,5,medium,M,2,0
783,A,Ship,4,5,215,2,medium,F,34,1
5991,A,Ship,3,2,153,3,medium,M,6,0
993,A,Ship,4,3,136,3,medium,M,9,1
9232,B,Ship,4,3,235,3,medium,F,4,0
4320,F,Ship,3,5,133,3,medium,F,4,0
7937,C,Road,4,3,153,4,low,M,4,0
663,A,Road,4,4,218,5,medium,F,36,1
1028,F,Ship,3,1,146,3,medium,M,16,1
7381,D,Road,5,2,171,2,low,M,6,0
598,B,Ship,3,4,134,3,medium,F,31,1
8309,C,Ship,4,1,263,5,low,M,3,0
2574,F,Ship,3,5,165,3,medium,M,33,1
543,A,Road,4,5,218,3,low,F,40,1
4868,F,Ship,3,3,166,2,medium,F,8,0
10357,D,Ship,4,2,185,2,medium,M,5,0
5831,C,Ship,3,1,133,3,medium,M,8,0
2631,A,Ship,3,5,185,2,medium,M,27,1
8437,D,Ship,3,1,247,4,low,F,8,1
10228,B,Ship,3,4,267,3,low,F,3,0
1982,F,Ship,4,2,176,3,medium,F,12,1
3621,A,Ship,3,3,158,2,low,M,10,1
8593,D,Ship,4,1,167,4,high,M,7,0
9990,F,Road,5,5,171,2,high,M,8,0
6946,B,Ship,4,1,219,3,low,F,5,0
4301,C,Ship,5,4,196,3,medium,M,2,1
10623,A,Ship,5,5,98,2,medium,M,2,1
4789,D,Road,3,4,195,7,medium,F,9,0
1965,A,Ship,6,5,212,4,medium,F,13,1
6846,F,Flight,4,2,186,2,low,M,2,1
19,D,Ship,5,5,239,3,high,M,18,1
10141,D,Flight,$7,1,254,4,low,M,9,0
829,D,Flight,4,2,230,3,medium,M,33,1
1562,F,Ship,4,4,265,3,medium,F,47,1
2778,F,Ship,3,4,214,8,high,F,6,1
5850,F,Ship,4,3,248,2,medium,M,2,1
6393,A,Ship,3,1,146,2,medium,F,8,0
761,C,Ship,5,3,235,2,medium,F,12,1
2489,C,Ship,3,4,269,3,medium,F,21,1
5194,B,Road,4,4,268,6,medium,F,3,0
3771,A,Ship,3,5,157,3,low,M,7,0
9141,A,Ship,6,1,282,4,low,M,7,0
3915,A,Ship,3,1,139,5,medium,F,5,0
4761,A,Ship,6,5,290,4,medium,M,2,1
9666,F,Ship,$7,5,289,4,low,F,10,1
3932,F,Ship,2,4,187,6,medium,F,9,0
4849,D,Ship,3,1,175,3,medium,M,1,0
4589,C,Ship,3,4,166,3,medium,F,8,1
8969,C,Ship,3,2,209,2,low,M,9,0
8704,B,Ship,4,4,149,2,medium,F,2,0
6173,C,Flight,5,1,225,3,low,M,8,0
501,A,Ship,3,4,212,2,low,M,33,1
9992,F,Road,3,1,256,3,low,F,5,0
681,A,Flight,4,3,201,3,medium,F,54,1
4902,F,Ship,4,3,164,2,low,M,3,0
4118,F,Flight,4,4,225,3,low,M,10,0
6524,F,Ship,3,3,261,8,low,M,10,0
9277,D,Ship,3,3,262,4,low,M,5,0
2057,C,Flight,3,4,196,3,low,M,47,1
6005,C,Road,6,1,255,4,low,M,5,1
1509,A,Flight,4,5,259,2,medium,M,15,1
1111,D,Flight,5,1,196,3,medium,M,24,1
7661,C,Road,4,4,222,3,medium,M,4,0
2904,F,Ship,6,4,192,3,high,F,19,1
9414,F,Ship,6,3,244,5,medium,F,5,0
2485,D,Ship,3,5,266,3,medium,M,16,1
7866,F,Ship,3,4,201,2,low,F,8,0
5066,F,Flight,5,2,152,4,medium,M,6,0
9874,B,Flight,3,5,202,4,medium,F,7,0
842,F,Ship,3,2,140,2,low,F,16,1
4467,A,Ship,2,4,166,3,low,M,8,1
9242,F,Ship,4,4,166,6,low,F,6,1
6750,F,Ship,5,3,173,3,low,M,5,0
10684,B,Flight,3,3,176,8,medium,M,10,1
7922,F,Road,4,2,248,2,low,F,10,0
894,F,Ship,3,2,232,2,low,F,39,1
10328,F,Ship,5,2,172,5,medium,F,5,0
10732,B,Ship,4,3,253,5,low,F,10,0
8059,D,Road,3,1,101,2,medium,F,1,0
6118,B,Ship,6,4,271,3,low,F,7,1
3751,D,Ship,3,5,224,2,low,F,10,0
5127,A,Ship,3,5,253,2,low,M,8,1
1089,A,Road,5,2,196,3,medium,M,44,1
9314,F,Flight,3,1,174,3,medium,F,2,0
311,C,Ship,3,4,193,2,medium,M,48,1
7263,A,Flight,5,2,240,2,medium,M,4,1
6230,F,Ship,6,3,278,4,medium,M,4,0
6356,F,Ship,2,4,114,4,low,M,9,1
8709,A,Ship,3,3,225,3,medium,F,7,1
5525,C,Ship,5,5,304,5,low,F,8,1
2334,F,Flight,5,2,128,5,medium,F,45,1
7887,A,Ship,5,1,169,4,low,M,6,1
9045,A,Flight,5,1,172,2,medium,F,3,0
4462,B,Ship,4,5,199,5,medium,M,8,1
6148,B,Road,2,1,185,6,medium,F,7,1
2871,A,Road,3,3,120,3,low,F,55,1
7686,F,Flight,6,1,201,4,low,F,5,1
7232,F,Ship,3,3,202,2,medium,F,1,1
3082,B,Ship,4,3,134,2,medium,F,29,1
6339,A,Ship,3,5,154,3,high,F,2,0
9725,C,Flight,5,1,139,3,medium,M,2,0
5185,D,Road,3,2,111,2,low,F,4,1
8174,F,Ship,4,2,181,3,medium,M,4,0
8373,A,Flight,4,2,246,3,medium,M,1,0
3204,F,Ship,4,2,223,3,high,M,5,0
9913,D,Ship,6,1,268,4,medium,M,10,0
1738,B,Ship,4,1,144,2,high,M,35,1
5480,F,Flight,3,2,209,2,medium,M,6,1
5211,A,Flight,5,4,121,5,high,F,4,0
8937,A,Ship,4,3,225,5,medium,M,3,0
467,C,Ship,3,5,226,2,medium,F,2,1
9341,C,Ship,3,2,177,3,low,F,5,0
5734,B,Road,3,2,170,2,low,M,2,1
848,F,Ship,3,4,267,3,medium,F,62,1
3595,D,Ship,4,2,222,3,low,F,3,0
5605,D,Road,3,5,253,2,medium,M,7,0
7013,C,Ship,4,3,197,3,low,M,2,0
6683,C,Ship,5,4,245,3,high,M,4,0
7658,F,Road,5,2,146,7,low,F,9,0
9600,F,Flight,4,1,149,3,low,M,2,0
6798,F,Ship,4,4,250,3,low,M,10,0
8005,D,Ship,6,4,293,4,low,F,8,1
10363,D,Ship,3,3,217,3,low,F,6,0
8241,A,Ship,4,4,221,10,high,M,6,1
9768,F,Ship,5,5,124,3,low,M,10,0
10003,D,Flight,4,4,153,3,medium,M,3,1
9089,C,Ship,3,4,225,4,low,M,10,1
6660,F,Ship,5,3,224,4,low,M,7,0
4671,A,Flight,4,2,252,2,medium,F,6,0
4461,A,Ship,4,5,214,3,high,M,6,0
8615,C,Road,6,3,260,4,low,M,4,0
7041,A,Ship,4,1,260,2,medium,F,2,0
10046,F,Ship,5,4,240,4,medium,M,7,1
3979,D,Flight,3,2,202,2,medium,M,5,1
8046,F,Ship,5,1,307,4,low,M,8,1
4303,D,Ship,4,1,159,3,low,M,4,0
10353,A,Ship,3,2,214,2,medium,F,9,0
10944,F,Road,5,3,261,5,medium,M,10,1
7750,B,Ship,3,1,131,4,low,M,1,0
10700,F,Flight,4,4,255,6,low,F,9,0
3050,F,Ship,3,4,271,4,medium,F,16,1
4447,D,Ship,6,3,219,4,medium,M,6,1
1232,F,Flight,4,2,272,2,low,M,57,1
4129,D,Ship,4,2,272,4,low,M,3,0
3136,B,Road,6,5,141,3,medium,M,8,0
646,B,Ship,4,2,124,3,high,M,60,1
9934,B,Ship,5,5,235,5,low,M,4,0
5628,F,Flight,4,3,248,2,medium,F,2,0
9691,D,Ship,5,4,221,5,low,F,8,1
9211,D,Ship,5,1,248,3,medium,M,6,1
8242,B,Ship,4,5,208,3,low,F,8,0
8026,B,Ship,$7,3,286,4,low,F,5,1
10935,A,Road,5,4,275,5,low,M,4,1
10458,F,Ship,4,3,242,6,low,M,5,0
9831,A,Ship,4,3,213,4,medium,M,8,0
2073,A,Ship,3,1,235,10,low,M,7,1
7208,F,Ship,6,5,307,4,high,M,3,0
4443,A,Ship,4,5,164,2,low,F,9,0
2390,F,Ship,2,4,159,2,low,F,17,1
5988,F,Ship,3,1,204,10,medium,M,5,0
8727,A,Ship,3,4,254,3,high,M,4,1
2700,F,Ship,4,2,179,3,high,F,30,1
1754,F,Ship,3,2,184,5,high,F,26,1
2723,C,Road,4,3,214,4,low,M,34,1
6817,D,Ship,6,1,266,4,low,M,9,0
4248,F,Flight,3,5,161,3,low,M,2,0
9135,A,Ship,6,1,289,4,low,M,3,1
10009,D,Flight,4,3,136,3,medium,F,4,1
2403,A,Ship,3,2,123,4,medium,F,7,1
431,C,Ship,5,5,208,3,low,F,45,1
10382,F,Ship,4,2,265,3,medium,F,1,0
839,C,Flight,2,4,168,3,low,F,15,1
2163,A,Ship,6,2,195,3,medium,M,30,1
6624,F,Ship,3,4,160,4,medium,M,9,1
7833,A,Ship,5,4,265,2,low,F,2,1
2945,C,Ship,5,4,273,3,low,F,60,1
2208,F,Flight,3,3,160,2,medium,F,32,1
3700,B,Flight,3,2,267,3,low,M,8,0
9142,B,Ship,5,3,240,5,low,M,6,0
2512,B,Ship,3,1,176,2,medium,F,45,1
9709,D,Road,$7,5,244,4,low,M,2,1
9603,A,Flight,3,4,155,3,medium,M,9,1
9578,F,Road,3,1,187,2,low,F,10,1
3169,D,Ship,3,1,273,6,low,F,9,1
1779,A,Flight,3,3,206,2,medium,M,62,1
2294,F,Ship,3,5,225,3,low,F,12,1
10796,F,Ship,4,3,232,5,medium,F,8,0
8903,C,Flight,6,3,269,4,low,F,4,1
4665,A,Flight,3,3,178,4,high,M,3,1
2361,A,Ship,6,4,209,5,low,F,53,1
9229,D,Ship,4,5,190,3,medium,M,6,1
882,F,Ship,4,5,190,2,low,M,36,1
4186,B,Ship,5,5,228,4,low,M,6,1
